pair_id,type,a_id,a_name,b_id,b_name,same_probability,part_of_probability,tier,survivor_suggestion,reasons,a_desc_excerpt,b_desc_excerpt
scholarly_argument_pouderon_determinism_and_fate_vs_christ_1__scholarly_argument_pouderon_jewish_hellenistic_apologetic__1,argument,scholarly_argument_pouderon_determinism_and_fate_vs_christ_1,Pouderon: The apologists combated gnostic determinism which distinguished the transcendent,scholarly_argument_pouderon_jewish_hellenistic_apologetic__1,Pouderon: The earliest Christian Apologists were heirs of the Jewish-Hellenistic apologeti,0.71,0.34,0.7-0.9,scholarly_argument_pouderon_determinism_and_fate_vs_christ_1,description_token_overlap;label_token_overlap,"Pouderon's back-cover presentation says the apologists, besides defending Christians against pagan accusations and building 'un premier pont' between pagan philosophy and Christianity, fought closer a","The volume's back-cover presentation describes the first Apologists as 'héritiers de la tradition apologétique judéo-hellénistique', to whom the first part of the book is devoted; the dedicated treatm"
scholarly_argument_klawans_2012_defend_reliability_against_hellenizing_dismissal__scholarly_argument_klawans_2012_josephus_own_compatibilism_providence_always_fate_at_times,argument,scholarly_argument_klawans_2012_defend_reliability_against_hellenizing_dismissal,Defending Josephus's reliability against the 'Hellenizing apologetic' dismissal (Klawans 2012),scholarly_argument_klawans_2012_josephus_own_compatibilism_providence_always_fate_at_times,"Josephus's own view: 'Providence always, fate at times' (Klawans 2012)",0.71,0.32,0.7-0.9,scholarly_argument_klawans_2012_defend_reliability_against_hellenizing_dismissal,description_token_overlap;label_token_overlap,"Methodological core of the book. Klawans concedes that Josephus's school-descriptions are 'colored by Hellenistic philosophical concerns', use Stoic terminology, are 'somewhat exaggerated (at each ext","Klawans reconstructs Josephus's personal position (consistent with his Life-claim to follow the Pharisees) as a partial determinism summed up by the catchphrase 'Providence always, fate at times'. Evi"
scholarly_argument_list_epistemological_foundation_of__2__scholarly_argument_list_justin_martyr_s_relationship_t_0,argument,scholarly_argument_list_epistemological_foundation_of__2,List: Justin's Platonism was 'completely revolutionised' by a new epistemological foun,scholarly_argument_list_justin_martyr_s_relationship_t_0,"List: Justin remained a Middle Platonist after his conversion to Christianity, but rej",0.71,0.29,0.7-0.9,scholarly_argument_list_epistemological_foundation_of__2,description_token_overlap;label_token_overlap,"For List, anthropology was 'foundational' to Justin's Platonism, so conceding that the rational soul cannot perceive God 'meant a complete overhaul of his epistemological system'. If Justin remained a","Justin Martyr's relationship to Platonism — Justin remained a Middle Platonist after his conversion to Christianity, but rejected two specific anthropological doctrines: the soul's vision of God and t"
scholarly_argument_karamanolis_methodology_of_studying_early__2__scholarly_argument_karamanolis_status_of_early_christian_phil_1,argument,scholarly_argument_karamanolis_methodology_of_studying_early__2,Karamanolis: Early Christian philosophy must be studied through careful engagement with prima,scholarly_argument_karamanolis_status_of_early_christian_phil_1,Karamanolis: The philosophy of early Christianity should be treated as a distinct school of t,0.71,0.53,0.7-0.9,scholarly_argument_karamanolis_status_of_early_christian_phil_1,description_token_overlap;label_token_overlap,"Karamanolis's method (Introduction, pp. 20-22): focus on how selected early Christian philosophers engage key philosophical issues (first principles/cosmogony, knowledge, free will, soul-body, happine","status of early Christian philosophy within ancient philosophy — The philosophy of early Christianity should be treated as a distinct school of thought within ancient philosophy, in constant dialogue "
scholarly_argument_maston_moral_responsibility_despite_d_4__scholarly_argument_maston_paul_and_libertarian_free_will_0,argument,scholarly_argument_maston_moral_responsibility_despite_d_4,"Maston: Acknowledges that even in more deterministic texts like the Hodayot, some form o",scholarly_argument_maston_paul_and_libertarian_free_will_0,Maston: Paul does not use libertarian free will vocabulary or framework; his model is no,0.71,0.33,0.7-0.9,scholarly_argument_maston_moral_responsibility_despite_d_4,description_token_overlap;label_token_overlap,"All three texts make obedience necessary for salvation; in the Hodayot and Paul, which prioritise divine action, the human is 'not portrayed as merely a passive recipient of grace' — the Spirit transf","Maston does not discuss Paul's vocabulary; 'libertarian' appears only in a footnote on VanLandingham, whom he faults for setting human action against God's. His claim: under the law the human 'has no "
argument_boethian_solution_divine_eternity_k1l2m3n4__argument_boethius_modes_cognition,argument,argument_boethian_solution_divine_eternity_k1l2m3n4,Boethian Solution: Divine Timeless Eternity,argument_boethius_modes_cognition,Boethius's Modes of Cognition Argument (Consolation V.pr.4-5),0.71,0.77,0.7-0.9,argument_boethian_solution_divine_eternity_k1l2m3n4,description_token_overlap,"Boethius's solution to the problem of divine foreknowledge and human freedom, presented in Consolation of Philosophy V. The argument proceeds in four steps: (1) V.pr.3 states the problem — if God fore","**Primary source**: Boethius, *Consolation of Philosophy* V.pr.4-5 (CCSL 94, Bieler, 1957/1984; ed. Moreschini, Bibliotheca Teubneriana, 2000/2005).
**Premise 1**: Knowledge is determined by the mode "
scholarly_argument_goodrich_determinism_and_sin_as_power_1__scholarly_argument_goodrich_free_will_and_moral_agency_in__0,argument,scholarly_argument_goodrich_determinism_and_sin_as_power_1,Goodrich: Sin operates as a power that renders the speaker powerless while he remains unde,scholarly_argument_goodrich_free_will_and_moral_agency_in__0,Goodrich: The speaker in Rom 7.14-25 is depicted as powerless and captive under sin's domi,0.7,0.56,0.7-0.9,scholarly_argument_goodrich_free_will_and_moral_agency_in__0,description_token_overlap;label_token_overlap,determinism and sin as power — Sin operates as a power that renders the speaker powerless while he remains under sin's dominion. The conflict described in vv. 15-20 illustrates moral failures that nec,"free will and moral agency in Romans 7 — The speaker in Rom 7.14-25 is depicted as powerless and captive under sin's dominion, with the phrase 'sold under sin' (πεπραμένος ὑπὸ τὴν ἁμαρτίαν) intensifyi"
scholarly_argument_schr_ter_reception_theory_and_historica_0__scholarly_argument_schr_ter_scope_of_pauline_reception_stu_1,argument,scholarly_argument_schr_ter_reception_theory_and_historica_0,Schröter: Historical figures including Paul are only accessible through their mediation in,scholarly_argument_schr_ter_scope_of_pauline_reception_stu_1,Schröter: The volume examines receptions of Paul from Paul's self-perception through early,0.7,0.48,0.7-0.9,scholarly_argument_schr_ter_scope_of_pauline_reception_stu_1,description_token_overlap;label_token_overlap,"Schröter, Butticaz and Dettwiler (joint Introduction) ground the concept of 'reception' in the hermeneutical assumption that historical figures and incidents are accessible only through their remember","The editors' joint Introduction (Schröter, Butticaz and Dettwiler) presents the volume as an overview of receptions of the person, work and theology of Paul in early Christianity 'roughly up to the en"
scholarly_argument_barclay_2020_incongruous_gift__scholarly_argument_barclay_2020_unconditioned_not_unconditional,argument,scholarly_argument_barclay_2020_incongruous_gift,"The Christ-gift is incongruous: given in the absence of worth, it creates worth (Barclay 2020)",scholarly_argument_barclay_2020_unconditioned_not_unconditional,"Grace is unconditioned (no prior worth) but not unconditional (it transforms): free, not cheap (Barclay 2020)",0.7,0.56,0.7-0.9,scholarly_argument_barclay_2020_unconditioned_not_unconditional,description_token_overlap;label_token_overlap,"Barclay's organizing thesis. Whereas gifts in Paul's Greco-Roman world were normally distributed discriminately to worthy recipients, Paul takes the Christ-gift to be given without regard to worth, an","Barclay's pivotal distinction, applied to Romans. Paul perfects the incongruity of grace but not its noncircularity: grace is 'unconditioned' (given in the absence of merit or worth) yet not 'uncondit"
scholarly_argument_scheck_augustine_selectively_receives_commentary_faith_works__scholarly_argument_scheck_faith_root_works_fruit_justification_process,argument,scholarly_argument_scheck_augustine_selectively_receives_commentary_faith_works,"Scheck: Augustine selectively receives Origen's faith-and-works exegesis while diverging on Romans 5, 7, and 9",scholarly_argument_scheck_faith_root_works_fruit_justification_process,Scheck: Origen relates faith and works organically as root and fruit in a progressive justification,0.7,0.38,0.7-0.9,scholarly_argument_scheck_augustine_selectively_receives_commentary_faith_works,description_token_overlap;label_token_overlap,"Scheck argues that Augustine shares Origen's organic account of faith, love, and postbaptismal works and may reuse its root and building metaphors. Augustine's principal explicit condemnations target ","Scheck reconstructs Origen's synthesis as a process: faith is the root and beginning, hope advances the building, and love completes it. Works do not cause the first grace, but grace must become effec"
scholarly_argument_meyer_1998_hellenistic_origins_compatibilism__scholarly_argument_meyer_1998_no_greek_term_moral_responsibility,argument,scholarly_argument_meyer_1998_hellenistic_origins_compatibilism,"Meyer: compatibilism as an explicit thesis dates to the Stoics, incompatibilism to the Epicureans",scholarly_argument_meyer_1998_no_greek_term_moral_responsibility,"Meyer: no Greek expression corresponds to 'moral responsibility', yet the topic was debated",0.7,0.21,0.7-0.9,scholarly_argument_meyer_1998_hellenistic_origins_compatibilism,description_token_overlap;label_token_overlap,Meyer argues that the two major positions in the present-day debate over moral responsibility and causal determinism were well articulated and developed in the Hellenistic period: compatibilism as an ,"Meyer argues that although there is no expression in Classical or Hellenistic Greek corresponding to the English 'moral responsibility', the topic was the subject of lively discussion: all major figur"
scholarly_argument_dettwiler_free_will_and_christian_libert_1__scholarly_argument_dettwiler_relationship_between_colossian_2,argument,scholarly_argument_dettwiler_free_will_and_christian_libert_1,Dettwiler: The author warns against the 'Colossian philosophy' (φιλοσοφία) because he was p,scholarly_argument_dettwiler_relationship_between_colossian_2,Dettwiler: Colossians' radical presentism raises the question of whether its author has cro,0.7,0.27,0.7-0.9,scholarly_argument_dettwiler_free_will_and_christian_libert_1,description_token_overlap;label_token_overlap,"Dettwiler: the author of Colossians undertakes a work of anamnesis to fortify the community's fidelity to the Pauline heritage and to warn it against the 'philosophie colossienne', which he was persua","Colossians' radical presentism (believers already raised, Col 2,12-13; 3,1-4, against Paul's asymmetry in Rom 6,3-11) raises the question whether its author 'a dépassé une limite théologique chère à l"
scholarly_argument_dunn_free_will_and_determinism_in_p_0__scholarly_argument_dunn_the_spirit_and_human_transform_4,argument,scholarly_argument_dunn_free_will_and_determinism_in_p_0,Dunn: Dunn does not systematically address free will vs. determinism as a philosophica,scholarly_argument_dunn_the_spirit_and_human_transform_4,Dunn: The Spirit is the empowering presence of God that enables believers to live the ,0.7,0.19,0.7-0.9,scholarly_argument_dunn_the_spirit_and_human_transform_4,description_token_overlap;label_token_overlap,"No corresponding argument in Dunn. If retained, reword as a curator note: the phrase 'free will' does not occur in Dunn's Theology of Paul the Apostle; his discussion of human agency runs through fait","Dunn presents three mutually supportive images of the beginning of salvation: justification (restored status), being in Christ (participation), and the gift of the Spirit, which 'provided the motivati"
scholarly_argument_dettwiler_determinism_and_the_elements_o_3__scholarly_argument_dettwiler_free_will_and_christian_libert_1,argument,scholarly_argument_dettwiler_determinism_and_the_elements_o_3,"Dettwiler: The adversaries' teaching is characterized as based on 'the tradition of men, th",scholarly_argument_dettwiler_free_will_and_christian_libert_1,Dettwiler: The author warns against the 'Colossian philosophy' (φιλοσοφία) because he was p,0.7,0.51,0.7-0.9,scholarly_argument_dettwiler_free_will_and_christian_libert_1,description_token_overlap,"Dettwiler: with Col 2,8 the tone changes — the community is warned against a movement the author calls 'philosophie' and immediately disqualifies as 'creuse duperie à l'enseigne de la tradition des ho","Dettwiler: the author of Colossians undertakes a work of anamnesis to fortify the community's fidelity to the Pauline heritage and to warn it against the 'philosophie colossienne', which he was persua"
scholarly_argument_markschies_rejects_determinism_yet_requires_christ__scholarly_argument_scheck_postbaptismal_works_merit_under_christ_blood,argument,scholarly_argument_markschies_rejects_determinism_yet_requires_christ,Markschies: Origen rejects human determinism while denying that effort alone purifies,scholarly_argument_scheck_postbaptismal_works_merit_under_christ_blood,"Scheck: faith-alone examples exclude prior works, while later meritorious works remain subordinate to Christ's blood",0.7,0.19,0.7-0.9,scholarly_argument_markschies_rejects_determinism_yet_requires_christ,label_token_overlap,Markschies argues that Origen excludes deterministic accounts of human action but does not make salvation the product of unaided effort. Only Christ purifies; free decision and divine action must ther,"Scheck treats the sinful woman and the good thief as exceptional examples of justification without prior works: their cases establish the gratuity of the beginning, not the dispensability of later tra"
argument_gomez_2014_chrysippus_reactive_compatibilism__scholarly_argument_sharples_2005_dog_cart_reserve,argument,argument_gomez_2014_chrysippus_reactive_compatibilism,Gómez 2014 — Chrysippean compatibilism reconstructed from reactions to objections,scholarly_argument_sharples_2005_dog_cart_reserve,Sharples: the dog-and-cart analogy fits early Stoicism as an illustration of the doctrine of reserve — against Bobzien,0.7,0.1,0.7-0.9,argument_gomez_2014_chrysippus_reactive_compatibilism,description_token_overlap,"Scholarly argument drawn from the volume Destrée/Salles/Zingano (éd.), What is Up to Us? (Academia Verlag 2014), on the Chrysippean theory of fate, what is up to us, and moral responsibility—chapter b","Against Bobzien 1998: 351-357 (the analogy preserved by Hippolytus is a later contribution reflecting Epictetus, not early Stoic thought, and does not concern compatibilism) and Brennan's endorsement "
scholarly_argument_dettwiler_pauline_anthropology_and_syste_0__scholarly_argument_loehr_action_will,argument,scholarly_argument_dettwiler_pauline_anthropology_and_syste_0,Dettwiler: Paul does not develop a systematic anthropology; his anthropological concepts ar,scholarly_argument_loehr_action_will,Löhr: Paul's language shows an emerging concept of action-directed willing,0.7,0.28,0.7-0.9,scholarly_argument_loehr_action_will,description_token_overlap,Pauline anthropology and systematic treatment — Paul does not develop a systematic anthropology; his anthropological concepts are never abstract themes of reflection but are always tied to specific si,"No unified technical vocabulary exists, but absolute uses of willing abstract from ordinary contexts; Romans 7 distinguishes willing from acting."
argument_hobbesian_compatibilism_1w5r6s24__argument_liberty_as_absence_of_external_impediment_4587b29b,argument,argument_hobbesian_compatibilism_1w5r6s24,Hobbes's Compatibilist Argument,argument_liberty_as_absence_of_external_impediment_4587b29b,Liberty as Absence of External Impediment,0.7,0.39,0.7-0.9,argument_hobbesian_compatibilism_1w5r6s24,description_token_overlap,Hobbes's mechanistic compatibilist argument that liberty and necessity are compatible. Liberty = absence of external impediments to motion. Voluntary actions are caused necessarily by prior conditions,"This definition of liberty, prominent in early modern philosophy (especially Hobbes), holds that freedom consists simply in the absence of external physical obstacles to doing what one wills, regardle"
concept_kasb_acquisition_e9f0g1h2__concept_non_causa_sed_occasio,concept,concept_kasb_acquisition_e9f0g1h2,Acquisition (Kasb/Iktisab),concept_non_causa_sed_occasio,Non Causa Sed Occasio - Not Cause But Occasion,0.7,0.07,0.7-0.9,concept_non_causa_sed_occasio,description_token_overlap,Al-Ash'ari's solution to reconciling divine omnipotence with moral responsibility. God creates (khalq) both the power to act and the act itself in the human agent. The human 'acquires' (kasb) the act ,"Origen's permissive theodicy formula. Latin: non causa sed occasio (""not cause but occasion""). Explaining Pharaoh's hardening in Com. Rom. VII.14 (SC 543), Origen writes: ""Non ergo quem uult Deus indu"
scholarly_argument_dihle_absence_of_will_as_arbitrary_i_2__scholarly_argument_dihle_the_concept_of_will_velle_in_g_1,argument,scholarly_argument_dihle_absence_of_will_as_arbitrary_i_2,Dihle: Greek philosophical cosmology did not require assuming a will with unpredictable,scholarly_argument_dihle_the_concept_of_will_velle_in_g_1,Dihle: The Greek philosophical tradition did not need or develop a concept of arbitrary,0.69,0.49,0.3-0.7,scholarly_argument_dihle_absence_of_will_as_arbitrary_i_2,description_token_overlap;label_token_overlap,Absence of 'will' as arbitrary impulse in Greek cosmology — Greek philosophical cosmology did not require assuming a will with unpredictable impulse behind rational programming of reality; concepts li,The concept of 'will' (θέλειν/velle) in Greek cosmology — The Greek philosophical tradition did not need or develop a concept of arbitrary divine will intervening in cosmic processes. Terms like θέλον
scholarly_argument_byerly_compatibilist_molinism_1__scholarly_argument_byerly_definition_of_theological_dete_2,argument,scholarly_argument_byerly_compatibilist_molinism_1,Byerly: A theological determinist in Byerly's stipulative sense (who holds that all free,scholarly_argument_byerly_definition_of_theological_dete_2,Byerly: Theological determinism is stipulatively defined as the view that all free actio,0.69,0.42,0.3-0.7,scholarly_argument_byerly_compatibilist_molinism_1,description_token_overlap;label_token_overlap,"compatibilist Molinism — A theological determinist in Byerly's stipulative sense (who holds that all free actions are causally determined) can affirm a compatibilist Molinist view, unlike theological ","definition of theological determinism — Theological determinism is stipulatively defined as the view that all free actions that exist are causally determined, which is weaker than the common usage req"
scholarly_argument_rousseau_editorial_methodology_for_reco_0__scholarly_argument_rousseau_editorial_methodology_on_deter_3,argument,scholarly_argument_rousseau_editorial_methodology_for_reco_0,Rousseau: The critical edition establishes the Greek text (where extant) and Latin version,scholarly_argument_rousseau_editorial_methodology_on_deter_3,Rousseau: Rousseau's critical edition carefully distinguishes Irenaeus's own voice from hi,0.69,0.26,0.3-0.7,scholarly_argument_rousseau_editorial_methodology_for_reco_0,description_token_overlap;label_token_overlap,"SC 100 tome I is the introduction and apparatus volume for Irenaeus, Adversus haereses IV. Its Avant-propos recounts the edition's history (Sagnard's Book III, his death in 1957, the new team of Rouss","Rousseau and Doutreleau's SC 264 (Livre I, text and translation) provides a critical Latin text with Greek fragments, a French translation and an apparatus whose sigla (p. 9) designate the Latin manus"
scholarly_argument_rousseau_editorial_methodology_on_deter_3__scholarly_argument_rousseau_free_will_in_irenaeus_0,argument,scholarly_argument_rousseau_editorial_methodology_on_deter_3,Rousseau: Rousseau's critical edition carefully distinguishes Irenaeus's own voice from hi,scholarly_argument_rousseau_free_will_in_irenaeus_0,Rousseau: This is a critical edition with French translation of Irenaeus' Adversus Haerese,0.69,0.72,0.3-0.7,scholarly_argument_rousseau_editorial_methodology_on_deter_3,description_token_overlap;label_token_overlap,"Rousseau and Doutreleau's SC 264 (Livre I, text and translation) provides a critical Latin text with Greek fragments, a French translation and an apparatus whose sigla (p. 9) designate the Latin manus","free will in Irenaeus — This is a critical edition with French translation of Irenaeus' Adversus Haereses Book V, not a secondary study; the editor Rousseau does not explicitly advance interpretive po"
scholarly_argument_voelke_determinism_and_moral_responsi_1__scholarly_argument_voelke_perfect_cause_free_assent,argument,scholarly_argument_voelke_determinism_and_moral_responsi_1,Voelke: Stoic compatibilism: determinism (fate) is compatible with moral responsibility ,scholarly_argument_voelke_perfect_cause_free_assent,Voelke: assent is free because its perfect and principal cause is in us — a will identical with our rational nature,0.69,0.63,0.3-0.7,scholarly_argument_voelke_perfect_cause_free_assent,description_token_overlap;label_token_overlap,Voelke: the Stoic distinction between the cause 'perfect in itself' (perfecta et principalis) and merely auxiliary/antecedent causes reconciles human freedom with universal fatality. When the perfect ,"Voelke's reading of the Stoic reconciliation of freedom and fate: every tension-produced nature is a cause 'parfaite en elle-même' (perfecta et principalis, Cicero, De Fato 18, 41), acting by its own "
scholarly_argument_barclay_divine_and_human_agency_in_pau_0__scholarly_argument_barclay_pauline_paradox_of_divine_and__0,argument,scholarly_argument_barclay_divine_and_human_agency_in_pau_0,Barclay: Paul's statements on agency are paradoxical but not incoherent; they require com,scholarly_argument_barclay_pauline_paradox_of_divine_and__0,"Barclay: Paul's statements on agency appear paradoxical or incoherent to careful readers,",0.69,0.46,0.3-0.7,scholarly_argument_barclay_divine_and_human_agency_in_pau_0,description_token_overlap;label_token_overlap,"Barclay (Introduction, pp. 1-2): Paul's statements on the relation of divine to human agency 'strike us as paradoxical, if not downright incoherent' (e.g. Phil 2:12-13, where the human imperative is g","Pauline paradox of divine and human agency — Paul's statements on agency appear paradoxical or incoherent to careful readers, with divine and human agency not simply juxtaposed as independent contribu"
scholarly_argument_boys_stones_middle_platonist_concept_of_fr_0__scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,argument,scholarly_argument_boys_stones_middle_platonist_concept_of_fr_0,Boys-Stones: Middle Platonists did NOT develop a concept of 'free will' in the modern sense; ,scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,"Boys-Stones: Platonists' main target was Stoic theology and the problem of evil, not primaril",0.69,0.27,0.3-0.7,scholarly_argument_boys_stones_primary_concern_problem_of_evi_5,description_token_overlap;label_token_overlap,Boys-Stones does not discuss 'free will' (the phrase appears only in cited titles). His thesis: Platonists of the period 'have no reason to be any less committed to the operation of the General Causal,Boys-Stones holds that Platonists of the period wanted to 'save human ownership of their actions' (p. 441) and that their arguments against Stoic fate are 'essentially ad hominem': not that autonomy a
scholarly_argument_boys_stones_2018_hypothetical_fate__scholarly_argument_boys_stones_human_autonomy_and_moral_respo_2,argument,scholarly_argument_boys_stones_2018_hypothetical_fate,"Hypothetical fate: nothing fated absolutely, everything fated conditionally (Boys-Stones 2018)",scholarly_argument_boys_stones_human_autonomy_and_moral_respo_2,Boys-Stones: Middle Platonists vindicated human autonomy not by abandoning the General Causal,0.69,0.43,0.3-0.7,scholarly_argument_boys_stones_2018_hypothetical_fate,description_token_overlap;label_token_overlap,"Boys-Stones' interpretation of Platonist 'conditional/hypothetical' fate (G, H, J): the claim is NOT that human choices are indeterminate while their consequences are fixed. Rather, no individual subl","Human autonomy and moral responsibility in Middle Platonism — Middle Platonists vindicated human autonomy not by abandoning the General Causal Principle or by making some events exempt from fate, but "
scholarly_argument_chamberlain_prohairesis_explains_akrasia_children__scholarly_argument_chamberlain_prohairesis_process_commitment,argument,scholarly_argument_chamberlain_prohairesis_explains_akrasia_children,"Chamberlain: the process reading explains akrasia, the exclusion of children and animals, and the ban on the impossible",scholarly_argument_chamberlain_prohairesis_process_commitment,"Chamberlain: prohairesis is a process of forming a new desire, best rendered 'commitment'",0.69,0.5,0.3-0.7,scholarly_argument_chamberlain_prohairesis_process_commitment,description_token_overlap;label_token_overlap,Chamberlain tests his process/commitment reading against NE 3.2 and EE 2.10 and argues it smooths the passages that embarrass the translation 'choice': children and animals share in hairesis but not p,"Chamberlain's central positive thesis. Reading NE 6.2 (prohairesis as orexis bouletike, as 'desire involving deliberation', requiring true reasoning and correct desire in accord), he argues that proha"
scholarly_argument_meyer_1998_aristotle_silent_determinism__scholarly_argument_meyer_1998_no_greek_term_moral_responsibility,argument,scholarly_argument_meyer_1998_aristotle_silent_determinism,Meyer: Aristotle articulates the causal condition of responsibility but never addresses determinism,scholarly_argument_meyer_1998_no_greek_term_moral_responsibility,"Meyer: no Greek expression corresponds to 'moral responsibility', yet the topic was debated",0.69,0.33,0.3-0.7,scholarly_argument_meyer_1998_aristotle_silent_determinism,description_token_overlap;label_token_overlap,"Meyer argues that Aristotle's discussions of voluntariness (to hekousion) articulate the causal precondition of moral responsibility — the agent as cause (aitios) and origin (arche) of the action, the","Meyer argues that although there is no expression in Classical or Hellenistic Greek corresponding to the English 'moral responsibility', the topic was the subject of lively discussion: all major figur"
scholarly_argument_pouderon_divine_providence_and_human_au_2__scholarly_argument_pouderon_free_will_in_athenagoras_0,argument,scholarly_argument_pouderon_divine_providence_and_human_au_2,Pouderon: Athenagoras maintains a balance between divine providence (pronoia) and human mo,scholarly_argument_pouderon_free_will_in_athenagoras_0,Pouderon: Athenagoras develops a Christian philosophical anthropology that emphasizes huma,0.69,0.26,0.3-0.7,scholarly_argument_pouderon_free_will_in_athenagoras_0,description_token_overlap;label_token_overlap,"Pouderon: Athenagoras, 'fortement influencé par la doctrine stoïcienne de la Providence', doubles Providence (L. XXIV,3) — a general Providence over the cosmos and species, and a particular Providence","Pouderon: human nature in Athenagoras is fixed by God's 'dessein' and distinguished from animal nature (deprived of reason, made for servitude) and from the 'intellectual' nature of angels and demons "
scholarly_argument_wolfson_comparison_with_plato_s_timaeu_3__scholarly_argument_wolfson_mind_body_relation_and_human_c_1,argument,scholarly_argument_wolfson_comparison_with_plato_s_timaeu_3,Wolfson: Philo's position resembles Plato's Timaeus in structure (universal soul governin,scholarly_argument_wolfson_mind_body_relation_and_human_c_1,Wolfson: Man is a microcosm consisting of body and mind; the mind in man is analogous to ,0.69,0.4,0.3-0.7,scholarly_argument_wolfson_comparison_with_plato_s_timaeu_3,description_token_overlap;label_token_overlap,"[pending-acquisition: Wolfson, 'Philo on Free Will and the Historical Influence of His View', HTR 35 (1942) 131-169 — fonds holds only an empty 1-page image stub]","[pending-acquisition: Wolfson 1942, HTR 35, 131-169]"
argument_basic_argument_3q4r5s6t__scholarly_position_strawson_basic_argument,argument,argument_basic_argument_3q4r5s6t,Basic Argument (Strawson),scholarly_position_strawson_basic_argument,Free will skepticism (modern),0.69,0.39,0.3-0.7,argument_basic_argument_3q4r5s6t,description_token_overlap,"Galen Strawson's argument that ultimate moral responsibility is impossible. To be truly responsible for action, you must be responsible for how you are (character, motives). To be responsible for how ","Free will skepticism (modern) — Basic Argument: to be truly responsible for what one does, one must be responsible for the way one is; but ultimate self-creation (causa sui) is impossible, so no one i"
scholarly_argument_bobzien_stoic_modal_logic_2__scholarly_argument_bobzien_stoic_modal_logic_and_continge_2,argument,scholarly_argument_bobzien_stoic_modal_logic_2,Bobzien: Chrysippus developed a modal system designed to preserve contingency within dete,scholarly_argument_bobzien_stoic_modal_logic_and_continge_2,Bobzien: Chrysippus developed a modal system that allows for contingency within determini,0.68,0.57,0.3-0.7,scholarly_argument_bobzien_stoic_modal_logic_and_continge_2,description_token_overlap;label_token_overlap,"Chrysippus was acquainted with both Philo's (conceptual or essentialist) and Diodorus' modal notions; he designed his own 'in contrast with those of Diodorus' while 'somehow incorporat[ing] Philo's', ",Chrysippus' modal system preserves counterfactual possibilities and hence contingency within his determinism (§3.1). Against the charge that 'everything is fated' plus 'fate is Necessity' yields 'ever
scholarly_argument_narbonne_plotinus_gnostic_controversy_s_0__scholarly_argument_narbonne_plotinus_s_anti_gnostic_polemi_1,argument,scholarly_argument_narbonne_plotinus_gnostic_controversy_s_0,Narbonne: Rejects the 'Großschrift' model (treatises 30-33 as isolated anti-Gnostic period,scholarly_argument_narbonne_plotinus_s_anti_gnostic_polemi_1,Narbonne: Argues that Plotinus's response to Gnosticism is not confined to explicit polemi,0.68,0.44,0.3-0.7,scholarly_argument_narbonne_plotinus_gnostic_controversy_s_0,description_token_overlap;label_token_overlap,"Introduction: Narbonne rejects Harder's Großschrift (treatises 30-33 as a single anti-Gnostic block) in favour of a 'Großzyklus', 'a set of treatises from the mid-point of Plotinus' literary career' d","Narbonne holds that Plotinus' response to Gnosticism is not confined to Treatise 33 but 'slowly orchestrated' over the Großzyklus, with Against the Gnostics as 'the culmination of the entire enterpris"
scholarly_argument_jewett_determinism_vs_human_agency_in_2__scholarly_argument_jewett_free_will_and_human_response_t_0,argument,scholarly_argument_jewett_determinism_vs_human_agency_in_2,Jewett: The passive voice of δικαιωθέντες ('having been set right') indicates righteousn,scholarly_argument_jewett_free_will_and_human_response_t_0,Jewett: Paul's use of the subjunctive 'let us have peace' (εἰρήνην ἔχωμεν) constitutes a,0.68,0.64,0.3-0.7,scholarly_argument_jewett_free_will_and_human_response_t_0,description_token_overlap;label_token_overlap,"determinism vs. human agency in salvation — The passive voice of δικαιωθέντες ('having been set right') indicates righteousness as divine gift, yet this does not eliminate human agency. The aorist pas",free will and human response to divine grace — Paul's use of the subjunctive 'let us have peace' (εἰρήνην ἔχωμεν) constitutes an admonition requiring active human response to God's offer of righteousn
scholarly_argument_wells_new_creation_as_reconstitution_6__scholarly_argument_wells_pauline_anthropology_and_free__0,argument,scholarly_argument_wells_new_creation_as_reconstitution_6,"Wells: In Paul's theology, 'new creation' (2 Cor 5:17; Gal 6:15) represents the eschato",scholarly_argument_wells_pauline_anthropology_and_free__0,Wells: Paul does not operate with a concept of autonomous human agency or libertarian f,0.68,0.28,0.3-0.7,scholarly_argument_wells_pauline_anthropology_and_free__0,description_token_overlap;label_token_overlap,For Adamic agents to become competent 'it would take nothing short of an act of new creation'; by the call that raises the dead (Rom 4:17-18) God is 'eschatologically recreating moral agents'. The reb,Wells never uses 'libertarian' or 'self-determining'. His claim: Paul 'is not an occasionalist' — human agency is genuine and competent — but 1 Cor 15:10 and Gal 2:19-20 'rule out the notion of autono
