concept_id,concept_label,question,probability,passage_id,auteur,oeuvre,ref,langue,extrait
concept_logos_krites_alex,Logos as Kritēs (Reason as Judge),discusses Logos as Kritēs (Reason as Judge)?,0.95,passage_alex_fat_11,Alexander of Aphrodisias,De Fato,De Fato 11,grc,"Ἀκολουθεῖ δὲ τῷ πάντα τὰ γινόμενα προκαταβεβλημέναις καὶ ὡρισμέναις καὶ προυπαρχούσαις τισὶν αἰτίαις ἔσεσθαι τὸ καὶ βουλεύεσθαι τοὺς ἀνθρώπους μάτην περὶ τῶν πρακτέων αὐτοῖς. εἰ δὲ τὸ βουλεύεσθαι μάτην, μάτην ἂν ἄνθρωπος εἴη βουλευτικός. κα"
concept_akrasia_weakness_of_will,"Akrasia (Weakness of Will, ἀκρασία)","discusses Akrasia (Weakness of Will, ἀκρασία)?",0.95,passage_arist_da_3_11,Aristotle,De anima,3.11,grc,"Σκεπτέον δὲ καὶ περὶ τῶν ἀτελῶν, τί τὸ κινοῦν ἐστίν, οἷς ἁφὴ μόνον ὑπάρχει αἴσθησις, πότερον ἐνδέχεται φαντασίαν ὑπάρχειν τούτοις, ἢ οὔ, καὶ ἐπιθυμίαν. Φαίνεται γὰρ λύπη καὶ ἡδονὴ ἐνοῦσα. Εἰ δὲ ταῦτα, καὶ ἐπιθυμίαν ἀνάγκη. Φαντασία δὲ πῶς ἂ"
concept_for_most_part_alex,For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexande,discusses For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexande?,0.94,passage_arist_met_11_8,Aristotle,τὰ Μετὰ τὰ Φυσικά,11.8,grc,"ἐπεὶ δὲ τὸ ἁπλῶς ὂν κατὰ πλείους λέγεται τρόπους, ὧν εἷς ἐστὶν ὁ κατὰ συμβεβηκὸς εἶναι λεγόμενος, σκεπτέον πρῶτον περὶ τοῦ οὕτως ὄντος. ὅτι μὲν οὖν οὐδεμία τῶν παραδεδομένων ἐπιστημῶν πραγματεύεται περὶ τὸ συμβεβηκός, δῆλον (οὔτε γὰρ οἰκοδο"
concept_eleutheron_kai_autexousion,Ἐλεύθερον καὶ αὐτεξούσιον,discusses Ἐλεύθερον καὶ αὐτεξούσιον?,0.94,passage_alex_fat_18,Alexander of Aphrodisias,De Fato,De Fato 18,grc,"ἀλλ’ ὅτι μὲν τὸ δόγμα τοῦτο ἀνατροπῆς αἴτιον παντὸς τοῦ τῶν ἀνθρώπων βίου, παντί που μαθεῖν ῥᾴδιον, ὅτι δὲ καὶ ψεῦδος, ἱκανὸν μαρτύριον τὸ μηδ’ αὐτοὺς τοὺς προστάτας αὐτοῦ δύνασθαι πείθεσθαι τοῖς ὑφ’ αὐτῶν λεγομένοις. οὕτω γὰρ ἐν πᾶσι τοῖς "
concept_horme_alex,Hormē (ὁρμή),discusses Hormē (ὁρμή)?,0.94,passage_alex_fat_12,Alexander of Aphrodisias,De Fato,De Fato 12,grc,"Ἀναιρουμένου δὲ ὡς ἐδείχθη τοῦ βουλεύσασθαι κατ’ αὐτοὺς ἀναιρεῖται καὶ τὸ ἐφ’ ἡμῖν προδήλως. τοῦτο γὰρ ἐφ’ ἡμῖν πάντες, ὅσοι μὴ θέσει τινὶ παρίστανται, παρειλήφασιν εἶναι, οὗ ἡμεῖς μὲν καὶ τοῦ πραχθῆναι καὶ τοῦ μὴ πραχθῆναι κύριοι, οὐχ ἑπόμ"
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.94,passage_alex_fat_12,Alexander of Aphrodisias,De Fato,De Fato 12,grc,"Ἀναιρουμένου δὲ ὡς ἐδείχθη τοῦ βουλεύσασθαι κατ’ αὐτοὺς ἀναιρεῖται καὶ τὸ ἐφ’ ἡμῖν προδήλως. τοῦτο γὰρ ἐφ’ ἡμῖν πάντες, ὅσοι μὴ θέσει τινὶ παρίστανται, παρειλήφασιν εἶναι, οὗ ἡμεῖς μὲν καὶ τοῦ πραχθῆναι καὶ τοῦ μὴ πραχθῆναι κύριοι, οὐχ ἑπόμ"
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.94,passage_alex_fat_20,Alexander of Aphrodisias,De Fato,De Fato 20,grc,"ἀλλ’ ὅτι μὲν καὶ ἔστι τι ἐφ’ ἡμῖν ὀνομάσαι, καὶ οὐ διὰ τὴν ἐξουσίαν ταύτην ἀναιτίως τι γίνεται, τῷ τῶν οὕτως γινομένων αἴτιον τὸν ἄνθρωπον εἶναι, ἀρχὴν αὐτὸν ὄντα τῶν γινομένων ὑφ’ αὑτοῦ, ἱκανὰ μὲν δεῖξαι καὶ τὰ εἰρημένα, ἱκανῶς δ’ ἂν ἐπείσ"
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.94,passage_alex_fat_16,Alexander of Aphrodisias,De Fato,De Fato 16,grc,"Ἀλλ’ ὅτι μὲν οὔτε σώζουσι τὸ ἐφ’ ἡμῖν οἱ λέγοντες πάντα καθ’ εἱμαρμένην γίνεσθαι (οὐ γὰρ περὶ οὖ ζητοῦμεν, εἰ σώζεται κατ’ αὐτούς, τοῦτο σώζεται, οἵ γε καὶ αἰτίαν ἀποδιδόναι πειρῶνται τοῦ μηδὲ τὴν ἀρχὴν δυνατὸν εἶναι τὸ πρᾶγμα), οὐδὲ ἣν ἀπο"
concept_for_most_part_alex,For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexande,discusses For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexande?,0.94,passage_arist_di_9_12,Aristotle,De interpretatione,9.12,grc,"Εἰ δὴ ταῦτα ἀδύνατα — ὁρῶμεν γὰρ ὅτι ἔστιν ἀρχὴ τῶν ἐσομένων καὶ ἀπὸ τοῦ βουλεύεσθαι καὶ ἀπὸ τοῦ πρᾶξαί τι, καὶ ὅτι ὅλως ἔστιν ἐν τοῖς μὴ ἀεὶ ἐνεργοῦσι τὸ δυνατὸν εἶναι καὶ μὴ ὁμοίως· ἐν οἷς ἄμφω ἐνδέχεται, καὶ τὸ εἶναι καὶ τὸ μὴ εἶναι, ὥστ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.94,passage_arist_di_9_12,Aristotle,De interpretatione,9.12,grc,"Εἰ δὴ ταῦτα ἀδύνατα — ὁρῶμεν γὰρ ὅτι ἔστιν ἀρχὴ τῶν ἐσομένων καὶ ἀπὸ τοῦ βουλεύεσθαι καὶ ἀπὸ τοῦ πρᾶξαί τι, καὶ ὅτι ὅλως ἔστιν ἐν τοῖς μὴ ἀεὶ ἐνεργοῦσι τὸ δυνατὸν εἶναι καὶ μὴ ὁμοίως· ἐν οἷς ἄμφω ἐνδέχεται, καὶ τὸ εἶναι καὶ τὸ μὴ εἶναι, ὥστ"
concept_arche_alex,Archē (ἀρχή),discusses Archē (ἀρχή)?,0.94,passage_alex_fat_15,Alexander of Aphrodisias,De Fato,De Fato 15,grc,"τὸ δ’ ἐποχουμένους τῷ εἰ δὴ τῶν αὐτῶν περιεστώτων ὁτὲ μὲν οὕτως ὁτὲ δὲ ἄλλως ἐνεργήσει τις, ἀναίτιον κίνησιν εἰσάγεσθαι’ διὰ τοῦτο λέγειν μὴ δύνασθαι οὗ πράξει τις πρᾶξαι τὸ ἀντικείμενον, μήποτε καὶ αὐτὸ τῶν ὁμοίως τοῖς προειρημένοις παρορω"
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.94,passage_arist_mm_1_11_5,Aristotle,Magna Moralia,1.11.5,grc,"ὁμοίως δὲ δεῖ ὑπολαμβάνειν καὶ ἐπὶ ψυχῆς· οὐ γὰρ ἔσται ὁ προαιρούμενος εἶναι σπουδαιότατος, ἂν μὴ καὶ ἡ φύσις ὑπάρξῃ, βελτίων μέντοι ἔσται."
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.94,passage_arist_di_12_2,Aristotle,De interpretatione,12.2,grc,"Τούτων δὲ διωρισμένων σκεπτέον ὅπως ἔχουσιν αἱ ἀποφάσεις καὶ καταφάσεις πρὸς ἀλλήλας αἱ τοῦ δυνατὸν εἶναι καὶ μὴ δυνατὸν καὶ ἐνδεχόμενον καὶ μὴ ἐνδεχόμενον, καὶ περὶ τοῦ ἀδυνάτου τε καὶ ἀναγκαίου· ἔχει γὰρ ἀπορίας τινάς. Εἰ γὰρ τῶν συμπλεκο"
concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.94,passage_alex_fat_36,Alexander of Aphrodisias,De Fato,De Fato 36,grc,"ἀλλὰ ταῦτά γε εἰ μὲν ὑπό τινων αἰτίων περιεστώτων αὐτοῖς οὕτως ἀναγκάζονται λέγειν, συγγινώσκειν αὐτοῖς ἄξιον, καὶ οὐδὲν δεῖ οὔθ’ ἡμᾶς περὶ τῶν ὑπ’ ἐκείνων κατ’ ἀνάγκην λεγομένων πολυπραγμονεῖν οὔτε ἐκείνους περὶ τῶν οὐχ ὁμοίως αὐτοῖς λεγόν"
concept_sea_battle_future_contingents,"Sea Battle Argument (Future Contingents, De ","discusses Sea Battle Argument (Future Contingents, De ?",0.94,passage_arist_di_9_2,Aristotle,De interpretatione,9.2,grc,"Ἐπὶ μὲν οὖν τῶν ὄντων καὶ γενομένων ἀνάγκη τὴν κατάφασιν ἢ τὴν ἀπόφασιν ἀληθῆ ἢ ψευδῆ εἶναι, καὶ ἐπὶ μὲν τῶν καθόλου ὡς καθόλου ἀεὶ τὴν μὲν ἀληθῆ τὴν δὲ ψευδῆ εἶναι, καὶ ἐπὶ τῶν καθ᾿ ἕκαστα, ὥσπερ εἴρηται, ἐπὶ δὲ τῶν καθόλου μὴ καθόλου λεχθ"
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.94,passage_arist_da_1_3,Aristotle,De anima,1.3,grc,"Ἐπισκεπτέον δὲ πρῶτον μὲν περὶ κινήσεως· ἴσως γὰρ οὐ μόνον ψεῦδός ἐστι τὸ τὴν οὐσίαν αὐτῆς τοιαύτην εἶναι οἵαν φασὶν οἱ λέγοντες ψυχὴν εἶναι τὸ κινοῦν ἑαυτὸ ἢ δυνάμενον κινεῖν, ἀλλ’ ἕν τι τῶν ἀδυνάτων τὸ ὑπάρχειν αὐτῇ κίνησιν. Ὅτι μὲν οὖν ο"
concept_sea_battle_future_contingents,"Sea Battle Argument (Future Contingents, De ","discusses Sea Battle Argument (Future Contingents, De ?",0.93,passage_arist_di_9_15,Aristotle,De interpretatione,9.15,grc,"Τὸ μὲν οὖν εἶναι τὸ ὂν ὅταν ᾖ, καὶ τὸ μὴ ὂν μὴ εἶναι ὅταν μὴ ᾗ, ἀνάγκη· οὐ μὴν οὔτε τὸ ὂν ἅπαν ἀνάγκη εἶναι οὔτε τὸ μὴ ὂν μὴ εἶναι. Οὐ γὰρ ταὐτόν ἐστι τὸ ὂν ἅπαν εἶναι ἐξ ἀνάγκης ὅτε ἔστι, καὶ τὸ ἁπλῶς εἶναι ἐξ ἀνάγκης. Ὁμοίως δὲ καὶ ἐπὶ το"
concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.93,passage_arist_met_11_8,Aristotle,τὰ Μετὰ τὰ Φυσικά,11.8,grc,"ἐπεὶ δὲ τὸ ἁπλῶς ὂν κατὰ πλείους λέγεται τρόπους, ὧν εἷς ἐστὶν ὁ κατὰ συμβεβηκὸς εἶναι λεγόμενος, σκεπτέον πρῶτον περὶ τοῦ οὕτως ὄντος. ὅτι μὲν οὖν οὐδεμία τῶν παραδεδομένων ἐπιστημῶν πραγματεύεται περὶ τὸ συμβεβηκός, δῆλον (οὔτε γὰρ οἰκοδο"
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.93,passage_arist_ee_7_6,Aristotle,Ἠθικὰ Εὐδήμεια,7.6,grc,"πόσα μὲν οὖν εἴδη φιλίας, καὶ τίνες διαφοραὶ καθʼ ἃς λέγονται οἱ τε φίλοι καὶ οἱ φιλοῦντες καὶ οἱ φιλούμενοι, καὶ οὕτως ὥστε φίλοι εἶναι καὶ ἄνευ τούτου, εἴρηται· περὶ δὲ αὐτὸν αὑτῷ φίλον εἶναι ἢ μή, πολλὴν ἔχει ἐπίσκεψιν. δοκεῖ γὰρ ἐνίοις "
concept_two_sidedness_eph_hemin,Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness),discusses Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness)?,0.93,passage_alex_fat_5,Alexander of Aphrodisias,De Fato,De Fato 5,grc,"τούτων δ’ οὕτως ἐχόντων καὶ πάντων τῶν γινομένων εἰς τούτους τοὺς τρόπους νενεμημένων ἀκόλουθον ἐπὶ τούτοις ἰδεῖν, ἐν ποίῳ τῶν ποιητικῶν αἰτίων χρὴ τιθέναι τὴν εἱμαρμένην. ἆρά γε ἐν τοῖς οὐδενὸς γινομένοις χάριν; ἢ τοῦτο μὲν παντάπασιν ἄλογ"
concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis),discusses Βούλησις (Boulēsis)?,0.93,passage_arist_mm_1_13_4,Aristotle,Magna Moralia,1.13.4,grc,"Ἀλλ' οὗτος ὁ λόγος ἀναιρεῖ ἀκρασίαν καὶ τὸν ἀκρατῆ. εἰ γὰρ μὴ ἑκών, οὐκ ἔστιν ψεκτός· ἀλλ' ἔστιν ὁ ἀκρατὴς ψεκτός· ἑκὼν ἄρα· ἡ ἄρα βούλησις ἑκούσιον. Ἐπεὶ οὖν λόγοι τινὲς ἐναντίοι φαίνονται, σαφέστερον λεκτέον ὑπὲρ τοῦ ἑκουσίου."
concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.93,passage_alex_fat_25,Alexander of Aphrodisias,De Fato,De Fato 25,grc,πῶς γὰρ οὐ φανερῶς τὸ λέγειν ψεῦδος πᾶν τὸ ἑπόμενόν τινι ἐξ ἐκείνου τὴν αἰτίαν τοῦ εἶναι ἔχειν καὶ πᾶν τὸ προηγούμενόν τινος αἴτιον ὑπάρχειν ἐκείνῳ; ὁρῶμεν γὰρ ὅτι τὰ ἐφεξῆς ἀλλήλοις ὄντα τῷ χρόνῳ οὐ πάντα διὰ τὰ ἔμπροσθεν καὶ πρὸ αὐτῶν γεγ
concept_mr2_ability_responsibility,MR2: Ability-based Moral Responsibility,discusses MR2: Ability-based Moral Responsibility?,0.93,passage_alex_fat_16,Alexander of Aphrodisias,De Fato,De Fato 16,grc,"Ἀλλ’ ὅτι μὲν οὔτε σώζουσι τὸ ἐφ’ ἡμῖν οἱ λέγοντες πάντα καθ’ εἱμαρμένην γίνεσθαι (οὐ γὰρ περὶ οὖ ζητοῦμεν, εἰ σώζεται κατ’ αὐτούς, τοῦτο σώζεται, οἵ γε καὶ αἰτίαν ἀποδιδόναι πειρῶνται τοῦ μηδὲ τὴν ἀρχὴν δυνατὸν εἶναι τὸ πρᾶγμα), οὐδὲ ἣν ἀπο"
concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.93,passage_alex_fat_16,Alexander of Aphrodisias,De Fato,De Fato 16,grc,"Ἀλλ’ ὅτι μὲν οὔτε σώζουσι τὸ ἐφ’ ἡμῖν οἱ λέγοντες πάντα καθ’ εἱμαρμένην γίνεσθαι (οὐ γὰρ περὶ οὖ ζητοῦμεν, εἰ σώζεται κατ’ αὐτούς, τοῦτο σώζεται, οἵ γε καὶ αἰτίαν ἀποδιδόναι πειρῶνται τοῦ μηδὲ τὴν ἀρχὴν δυνατὸν εἶναι τὸ πρᾶγμα), οὐδὲ ἣν ἀπο"
concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis),discusses Βούλησις (Boulēsis)?,0.93,passage_arist_ee_2_8,Aristotle,Ἠθικὰ Εὐδήμεια,2.8,grc,"ὅτι μὲν τοίνυν οὐκ ἔστι τὸ ἑκούσιον τὸ κατὰ ὄρεξιν πράττειν, οὐδʼ ἀκούσιον τὸ παρὰ τὴν ὄρεξιν, φανερόν· ὅτι δʼ οὐδὲ κατὰ προαίρεσιν, πάλιν ἐκ τῶνδε δῆλον. τὸ μὲν γὰρ κατὰ βούλησιν ὡς οὐκ ἀκούσιον ἀπεδείχθη,   ἀλλὰ μᾶλλον πᾶν ὃ βούλεται καὶ "
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.93,passage_alex_fat_19,Alexander of Aphrodisias,De Fato,De Fato 19,grc,Ἐπαύσαντο δ’ ἂν τῆς ἐν τοῖς λόγοις φιλοτιμίας καὶ συγχωρησάντων εἶναι τὸ ἐφ’ ἡμῖν ἐλεύθερόν τε καὶ αὐτεξούσιον καὶ κύριον τῆς τῶν ἀντικειμένων αἱρέσεώς τε καὶ πράξεως [...] ἐπὶ περιεστῶσιν ἀνθρώποις δίκαιος γίνεσθαι πεπιστευμένος ὁμοίως ἰδι
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.93,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis),discusses Βούλησις (Boulēsis)?,0.93,passage_arist_da_3_11,Aristotle,De anima,3.11,grc,"Σκεπτέον δὲ καὶ περὶ τῶν ἀτελῶν, τί τὸ κινοῦν ἐστίν, οἷς ἁφὴ μόνον ὑπάρχει αἴσθησις, πότερον ἐνδέχεται φαντασίαν ὑπάρχειν τούτοις, ἢ οὔ, καὶ ἐπιθυμίαν. Φαίνεται γὰρ λύπη καὶ ἡδονὴ ἐνοῦσα. Εἰ δὲ ταῦτα, καὶ ἐπιθυμίαν ἀνάγκη. Φαντασία δὲ πῶς ἂ"
concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.93,passage_alex_fat_7,Alexander of Aphrodisias,De Fato,De Fato 7,grc,Ἡ δὲ κατασκευὴ τῶν εἰρημένων ἔσται φανερωτέρα παρατιθέντων ἡμῶν ταῖς προηγουμέναις τῶν κειμένων ἀποδείξεσιν τὰ ἑπόμενα ἄτοπα τοῖς πάντα καθ’ εἱμαρμένην γίνεσθαι λέγουσιν· μιγνύντες γὰρ οὕτω τὸν λόγον τῇ τῶν δοξῶν παρ’ ἀλλήλας θέσει γνωριμώτ
concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον),discusses Hekousion (Ἑκούσιον)?,0.93,passage_arist_ee_2_11,Aristotle,Ἠθικὰ Εὐδήμεια,2.11,grc,"τούτων δὲ διωρισμένων, λέγωμεν πότερον ἡ ἀρετὴ ἀναμάρτητον ποιεῖ τὴν προαίρεσιν καὶ τὸ τέλος ὀρθόν, οὕτως ὥστε οὗ ἕνεκα δεῖ προαιρεῖσθαι, ἢ ὥσπερ δοκεῖ τισί, τὸν  λόγον. ἔστι δὲ τοῦτο ἐγκράτεια· αὕτη γὰρ οὐ διαφθείρει τὸν λόγον. ἔστι δʼ ἀρε"
concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.92,passage_alex_fat_26,Alexander of Aphrodisias,De Fato,De Fato 26,grc,"Ἃ δὲ ἀποροῦσιν πρὸς τὸ εἶναι τοιοῦτον τὸ ἐφ’ ἡμῖν, ὁποῖον ἡ κοινὴ πρόληψις τῶν ἀνθρώπων πεπίστευκεν, ἀπορεῖν μὲν οὐκ ἄλογον, τὸ δὲ τοῖς ἀπορουμένοις ἐποχουμένους ὡς ὁμολογουμένοις ἀναιρεῖν μέν, ἃ οὕτως ἐναργῆ, σκιαγραφίαν δέ τινα καὶ παιδιὰ"
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.92,passage_alex_fat_39,Alexander of Aphrodisias,De Fato,De Fato 39,grc,"Ταῦτα ὑμῖν, ὦ θειότατοι αὐτοκράτορες. τῆς Ἀριστοτέλους δόξης περί τε εἱμαρμένης καὶ τοῦ ἐφ’ ἡμῖν κατ’ ἐμὴν δόξαν τὰ κεφάλαια, καθ’ ἣν δοξάζοντες εἴς τε θεοὺς εὐσεβήσομεν, τὰ μὲν εἰδότες αὐτοῖς χάριν ἀνθ’ ὧν φθάνομεν ὑπ’ αὐτῶν εὖ πεπονθότες,"
concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.92,passage_alex_fat_17,Alexander of Aphrodisias,De Fato,De Fato 17,grc,"πῶς δ’ ἂν σώζοιεν τοιαῦτα λέγοντες τὴν ὑπὸ τῶν θεῶν γινομένην τῶν θνητῶν πρόνοιαν; εἰ γὰρ αἴ τε τῶν θεῶν ἐπιφάνειαι, ἅς φασιν γίνεσθαί τισιν, κατά τινα γίνονται προκαταβεβλημένην αἰτίαν, ὡς πρὸ τοῦ γενέσθαι τινὰ αὐτῶν ἀληθὲς εἶναι τὸ τοῦδε "
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.92,passage_arist_mm_1_33_26,Aristotle,Magna Moralia,1.33.26,grc,"ὁμοίως [καὶ] ἐπὶ τῶν ἄλλων ἀγνοιῶν ὅσαι μὲν γίνονται δι' αὐτούς, οἱ κατὰ ταύτας ἀδικοῦντες ἄδικοι· ὧν δὲ μὴ αὐτοί εἰσιν αἴτιοι, ἀλλ' ἡ ἄγνοια κἀκείνοις ἐστὶν αἰτία τοῖς πράξασι τοῦ πρᾶξαι, οὐκ ἄδικοι. ἔστιν δ' ἡ τοιαύτη ἄγνοια ἡ φυσική, οἷο"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.92,passage_arist_di_13_2,Aristotle,De interpretatione,13.2,grc,"Καὶ αἱ ἀκολουθήσεις δὲ κατὰ λόγον γίνονται οὕτω τιθεμένοις· τῷ μὲν γὰρ δυνατὸν εἶναι τὸ ἐνδέχεσθαι εἶναι, καὶ τοῦτο ἐκείνῳ ἀντιστρέφει, καὶ τὸ μὴ ἀδύνατον εἶναι καὶ τὸ μὴ ἀναγκαῖον εἶναι· τῷ δὲ δυνατὸν μὴ εἶναι καὶ ἐνδεχόμενον μὴ εἶναι τὸ μ"
concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis),discusses Βούλησις (Boulēsis)?,0.92,passage_arist_da_2_3,Aristotle,De anima,2.3,grc,"Τῶν δὲ δυνάμεων τῆς ψυχῆς αἱ λεχθεῖσαι τοῖς μὲν ὑπάρχουσι πᾶσαι, καθάπερ εἴπομεν, τοῖς δὲ τινὲς αὐτῶν, ἐνίοις δὲ μία μόνη. Δυνάμεις δ’ εἴπομεν θρεπτικόν, ὀρεκτικόν, αἰσθητικόν, κινητικὸν κατὰ τόπον, διανοητικόν. Ὑπάρχει δὲ τοῖς μὲν φυτοῖς τ"
concept_sea_battle_future_contingents,"Sea Battle Argument (Future Contingents, De ","discusses Sea Battle Argument (Future Contingents, De ?",0.92,passage_alex_fat_10,Alexander of Aphrodisias,De Fato,De Fato 10,grc,"Τὰ δὲ λέγειν μὴ ἀναιρεῖσθαι πάντων γινομένων καθ’ εἱμαρμένην τὸ δυνατόν τε καὶ ἐνδεχόμενον τῷ δυνατὸν μὲν εἶναι γενέσθαι τοῦτο ὃ ὑπ’ οὐδενὸς κωλύεται γενέσθαι, κἂν μὴ γένηται (τῶν δὲ καθ’ εἱμαρμένην γινομένων οὐ κεκωλῦσθαι τὰ ἀντικείμενα γε"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.92,passage_arist_di_13_4,Aristotle,De interpretatione,13.4,grc,"Τὸ μὲν οὖν ἀδύνατον καὶ οὐκ ἀδύνατον τῷ ἐνδεχομένῳ καὶ δυνατῷ καὶ οὐκ ἐνδεχομένῳ καὶ μὴ δυνατῷ ἀκολουθεῖ μὲν ἀντιφατικῶς, ἀντεστραμμένως δέ· τῷ μὲν γὰρ δυνατὸν εἶναι ἡ ἀπόφασις τοῦ ἀδυνάτου ἀκολουθεῖ, τῇ δὲ ἀποφάσει ἡ κατάφασις· τῷ γὰρ οὐ δ"
concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.92,passage_alex_fat_29,Alexander of Aphrodisias,De Fato,De Fato 29,grc,"ἐδείξαμεν δὲ ὅτι οὕτως ἐπ’ αὐτῷ τῷ φρονίμῳ τὸ εἶναι τοιούτῳ, ὅτι τῆς τοιαύτης ἕξεως καὶ τῆς κτήσεως αὐτῆς αὐτὸς αἴτιος τῷ καὶ τοῦ μὴ γενέσθαι τοιοῦτος ἔχειν πρότερον τὴν ἐξουσίαν. τὴν μὲν οὖν ἕξιν μηκέτ’ ἔχει ὡς ἐπ’ αὐτῷ (ὥσπερ οὐδὲ τῷ αὐτὸ"
concept_mr2_ability_responsibility,MR2: Ability-based Moral Responsibility,discusses MR2: Ability-based Moral Responsibility?,0.92,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.92,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
