type,concept_id,concept_label,question,probability,passage_id,auteur,oeuvre,ref,langue,extrait
candidat_proche,concept_fate_principle_bobzien,"Principe du Destin (Fate Principle, Bobzien ","discusses Principe du Destin (Fate Principle, Bobzien ?",0.85,passage_alex_fat_36,Alexander of Aphrodisias,De Fato,De Fato 36,grc,"ἀλλὰ ταῦτά γε εἰ μὲν ὑπό τινων αἰτίων περιεστώτων αὐτοῖς οὕτως ἀναγκάζονται λέγειν, συγγινώσκειν αὐτοῖς ἄξιον, καὶ οὐδὲν δεῖ οὔθ’ ἡμᾶς περὶ τῶν ὑπ’ ἐκείνων κατ’ ἀνάγκην λεγομένων πολυπραγμονεῖν οὔτε ἐκείνους περὶ τῶν οὐχ ὁμοίως αὐτοῖς λεγόν"
candidat_proche,concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.85,passage_alex_fat_29,Alexander of Aphrodisias,De Fato,De Fato 29,grc,"ἐδείξαμεν δὲ ὅτι οὕτως ἐπ’ αὐτῷ τῷ φρονίμῳ τὸ εἶναι τοιούτῳ, ὅτι τῆς τοιαύτης ἕξεως καὶ τῆς κτήσεως αὐτῆς αὐτὸς αἴτιος τῷ καὶ τοῦ μὴ γενέσθαι τοιοῦτος ἔχειν πρότερον τὴν ἐξουσίαν. τὴν μὲν οὖν ἕξιν μηκέτ’ ἔχει ὡς ἐπ’ αὐτῷ (ὥσπερ οὐδὲ τῷ αὐτὸ"
candidat_proche,concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.85,passage_alex_fat_11,Alexander of Aphrodisias,De Fato,De Fato 11,grc,"Ἀκολουθεῖ δὲ τῷ πάντα τὰ γινόμενα προκαταβεβλημέναις καὶ ὡρισμέναις καὶ προυπαρχούσαις τισὶν αἰτίαις ἔσεσθαι τὸ καὶ βουλεύεσθαι τοὺς ἀνθρώπους μάτην περὶ τῶν πρακτέων αὐτοῖς. εἰ δὲ τὸ βουλεύεσθαι μάτην, μάτην ἂν ἄνθρωπος εἴη βουλευτικός. κα"
candidat_proche,concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.85,passage_alex_fat_11,Alexander of Aphrodisias,De Fato,De Fato 11,grc,"Ἀκολουθεῖ δὲ τῷ πάντα τὰ γινόμενα προκαταβεβλημέναις καὶ ὡρισμέναις καὶ προυπαρχούσαις τισὶν αἰτίαις ἔσεσθαι τὸ καὶ βουλεύεσθαι τοὺς ἀνθρώπους μάτην περὶ τῶν πρακτέων αὐτοῖς. εἰ δὲ τὸ βουλεύεσθαι μάτην, μάτην ἂν ἄνθρωπος εἴη βουλευτικός. κα"
candidat_proche,concept_cylinder_analogy_chrysippus_e5f6g7h8,Cylinder Analogy (Chrysippus),discusses Cylinder Analogy (Chrysippus)?,0.85,passage_alex_fat_11,Alexander of Aphrodisias,De Fato,De Fato 11,grc,"Ἀκολουθεῖ δὲ τῷ πάντα τὰ γινόμενα προκαταβεβλημέναις καὶ ὡρισμέναις καὶ προυπαρχούσαις τισὶν αἰτίαις ἔσεσθαι τὸ καὶ βουλεύεσθαι τοὺς ἀνθρώπους μάτην περὶ τῶν πρακτέων αὐτοῖς. εἰ δὲ τὸ βουλεύεσθαι μάτην, μάτην ἂν ἄνθρωπος εἴη βουλευτικός. κα"
candidat_proche,concept_mr2_ability_responsibility,MR2: Ability-based Moral Responsibility,discusses MR2: Ability-based Moral Responsibility?,0.85,passage_alex_fat_27,Alexander of Aphrodisias,De Fato,De Fato 27,grc,"οἱ συγχωρήσαντες ἀναποβλήτους τὰς ἀρετάς τε καὶ τὰς κακίας εἶναι, ἴσως προχειρότερον λαμβανόμενον λέγοιμεν ἂν κατὰ τοῦτο τὰς ἕξεις ἐπὶ τοῖς ἔχουσιν εἶναι, καθόσον πρὸ τοῦ λαβεῖν αὐτὰς ἐπ’ αὐτοῖς ἦν καὶ μὴ λαβεῖν. οἵ τε γὰρ τὰς ἀρετὰς ἔχοντε"
candidat_proche,concept_for_most_part_alex,For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexande,discusses For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexande?,0.85,passage_arist_ee_2_2,Aristotle,Ἠθικὰ Εὐδήμεια,2.2,grc,"ὅτι μὲν τοίνυν ἡ ἠθικὴ ἀρετὴ περὶ ἡδέα καὶ λυπηρά ἐστι, δῆλον· ἐπεὶ δʼ ἐστὶ τὸ ἦθος, ὥσπερ καὶ τὸ ὄνομα σημαίνει ὅτι ἀπὸ ἔθους ἔχει τὴν ἐπίδοσιν,   ἐθίζεται δὲ τὸ ὑπʼ ἀγωγῆς μὴ ἐμφύτου τῷ πολλάκις κινεῖσθαι πώς, οὕτως ἤδη τὸ ἐνεργητικόν, ὃ "
candidat_proche,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.85,passage_arist_ee_2_5,Aristotle,Ἠθικὰ Εὐδήμεια,2.5,grc,"ἐπεὶ δʼ ὑπόκειται ἀρετὴ εἶναι ἡ τοιαύτη ἕξις ἀφʼ ἧς πρακτικοὶ τῶν βελτίστων καὶ καθʼ ἣν ἄριστα διάκεινται περὶ τὸ βέλτιστον, βέλτιστον δὲ καὶ ἄριστον τὸ κατὰ τὸν ὀρθὸν λόγον, τοῦτο δʼ ἐστὶ τὸ μέσον ὑπερβολῆς καὶ  ἐλλείψεως τῆς πρὸς ἡμᾶς· ἀν"
candidat_proche,concept_two_sidedness_eph_hemin,Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness),discusses Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness)?,0.85,passage_alex_fat_28,Alexander of Aphrodisias,De Fato,De Fato 28,grc,"οἱ δὲ φάσκοντες ἐξ ἀνάγκης ἡμᾶς εἶναί τε καὶ γίνεσθαι τοιούτους, καὶ μὴ καταλιπόντες ἡμῖν τὴν ἐξουσίαν τοῦ ταῦτα πράττειν τε καὶ μή, δι’ ὧν ἂν τοιοῦτοι γενοίμεθα, καὶ διὰ τοῦτο μήτε τοῖς κακοῖς γινομένοις ἐξεῖναι μὴ ταῦτα πράττειν, ἃ πράττο"
candidat_proche,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.84,passage_arist_di_9_15,Aristotle,De interpretatione,9.15,grc,"Τὸ μὲν οὖν εἶναι τὸ ὂν ὅταν ᾖ, καὶ τὸ μὴ ὂν μὴ εἶναι ὅταν μὴ ᾗ, ἀνάγκη· οὐ μὴν οὔτε τὸ ὂν ἅπαν ἀνάγκη εἶναι οὔτε τὸ μὴ ὂν μὴ εἶναι. Οὐ γὰρ ταὐτόν ἐστι τὸ ὂν ἅπαν εἶναι ἐξ ἀνάγκης ὅτε ἔστι, καὶ τὸ ἁπλῶς εἶναι ἐξ ἀνάγκης. Ὁμοίως δὲ καὶ ἐπὶ το"
candidat_proche,concept_ancient_free_will_debate_structure_z6a7b8c9,Ancient Free Will Debate: Compatibilism vs. ,discusses Ancient Free Will Debate: Compatibilism vs. ?,0.84,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.84,passage_arist_met_13_8,Aristotle,τὰ Μετὰ τὰ Φυσικά,13.8,grc,"πάντων δὲ πρῶτον καλῶς ἔχει διορίσασθαι τίς ἀριθμοῦ διαφορά, καὶ μονάδος, εἰ ἔστιν. ἀνάγκη δʼ ἢ κατὰ τὸ ποσὸν ἢ κατὰ τὸ ποιὸν διαφέρειν· τούτων δʼ οὐδέτερον φαίνεται ἐνδέχεσθαι ὑπάρχειν. ἀλλʼ ᾗ ἀριθμός, κατὰ τὸ ποσόν. εἰ δὲ δὴ καὶ αἱ μονάδε"
candidat_proche,concept_prohairesis_deliberate_choice_aristotle_c3d4e5f6,Prohairesis (Προαίρεσις),discusses Prohairesis (Προαίρεσις)?,0.84,passage_alex_fat_1,Alexander of Aphrodisias,De Fato,De Fato 1,grc,"Ἦν μὲν δι’ εὐχῆς μοι, μέγιστοι αὐτοκράτορες ΔΣεβῆρε καὶ Ἀντωνῖνε, αὐτῷ γενομένῳ παρ’ ὑμῖν ἰδεῖν τε ὑμᾶς καὶ προσειπεῖν καὶ καθομολογῆσαι χάριν ἀνθ’ ὧν ἔπαθον εὖ παρ’ ὑμῶν πολλάκις, αἰεὶ τυχών πάντων ὧν ἠξίωσα μετὰ μαρτυρίας ἧς δίκαιος εἶναι"
candidat_proche,concept_academic_skepticism_epoche_n4o5p6q7,Academic Skepticism and Epochē (Ἐποχή),discusses Academic Skepticism and Epochē (Ἐποχή)?,0.84,passage_alex_fat_26,Alexander of Aphrodisias,De Fato,De Fato 26,grc,"Ἃ δὲ ἀποροῦσιν πρὸς τὸ εἶναι τοιοῦτον τὸ ἐφ’ ἡμῖν, ὁποῖον ἡ κοινὴ πρόληψις τῶν ἀνθρώπων πεπίστευκεν, ἀπορεῖν μὲν οὐκ ἄλογον, τὸ δὲ τοῖς ἀπορουμένοις ἐποχουμένους ὡς ὁμολογουμένοις ἀναιρεῖν μέν, ἃ οὕτως ἐναργῆ, σκιαγραφίαν δέ τινα καὶ παιδιὰ"
candidat_proche,concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.84,passage_arist_ee_2_8,Aristotle,Ἠθικὰ Εὐδήμεια,2.8,grc,"ὅτι μὲν τοίνυν οὐκ ἔστι τὸ ἑκούσιον τὸ κατὰ ὄρεξιν πράττειν, οὐδʼ ἀκούσιον τὸ παρὰ τὴν ὄρεξιν, φανερόν· ὅτι δʼ οὐδὲ κατὰ προαίρεσιν, πάλιν ἐκ τῶνδε δῆλον. τὸ μὲν γὰρ κατὰ βούλησιν ὡς οὐκ ἀκούσιον ἀπεδείχθη,   ἀλλὰ μᾶλλον πᾶν ὃ βούλεται καὶ "
candidat_proche,concept_hekousion_voluntary_aristotle_a1b2c3d4,Hekousion (Ἑκούσιον),discusses Hekousion (Ἑκούσιον)?,0.84,passage_arist_ee_2_8,Aristotle,Ἠθικὰ Εὐδήμεια,2.8,grc,"ὅτι μὲν τοίνυν οὐκ ἔστι τὸ ἑκούσιον τὸ κατὰ ὄρεξιν πράττειν, οὐδʼ ἀκούσιον τὸ παρὰ τὴν ὄρεξιν, φανερόν· ὅτι δʼ οὐδὲ κατὰ προαίρεσιν, πάλιν ἐκ τῶνδε δῆλον. τὸ μὲν γὰρ κατὰ βούλησιν ὡς οὐκ ἀκούσιον ἀπεδείχθη,   ἀλλὰ μᾶλλον πᾶν ὃ βούλεται καὶ "
candidat_proche,concept_to_endechomenon_alexander_amand1945,τὸ ἐνδεχόμενον / τὸ ὁπότερα — concept de con,discusses τὸ ἐνδεχόμενον / τὸ ὁπότερα — concept de con?,0.84,passage_alex_fat_30,Alexander of Aphrodisias,De Fato,De Fato 30,grc,τὸ δὲ λέγειν εὔλογον εἶναι τοὺς θεοὺς τὰ ἐσό μενα προειδέναι (ἄτοπον γὰρ τὸ λέγειν ἐκείνους ἀγνοεῖν τι τῶν ἐσομένων) καὶ τοῦτο λαμβάνοντας κατασκευάζειν πειρᾶσθαι δι’ αὐτοῦ τὸ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην οὔτε ἀληθὲς οὔτ
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.84,passage_arist_gen_corr_2,Aristotle,De Generatione et Corruptione,De Gen. et Corr. II.10,grc,"10. Ἔτι δὲ ἐπεὶ ἡ κατὰ τὴν φορὰν κίνησις δέδεικται ὅτι ἀΐδιος, ἀνάγκη τούτων ὄντων καὶ γένεσιν εἶναι συνεχῶς· ἡ γὰρ φορὰ ποιήσει τὴν γένεσιν ἐνδελεχῶς διὰ τὸ προσάγειν καὶ ἀπάγειν τὸ γεννυητικόν. ἄμα δὲ δῆλον ὅτι καὶ τὰ πρότερον καλῶς εἴρητ"
candidat_proche,concept_boulesis_rational_desire_ef9f861d,Βούλησις (Boulēsis),discusses Βούλησις (Boulēsis)?,0.84,passage_arist_ee_7_2,Aristotle,Ἠθικὰ Εὐδήμεια,7.2,grc,"ληπτέος δὴ τρόπος ὅστις ἡμῖν ἅμα τά τε δοκοῦντα περὶ τούτων μάλιστα ἀποδώσει, καὶ τὰς ἀπορίας λύσει καὶ τὰς  ἐναντιώσεις. τοῦτο δʼ ἔσται, ἐὰν εὐλόγως φαίνηται τὰ ἐναντία δοκοῦντα· μάλιστα γὰρ ὁμολογούμενος ὁ τοιοῦτος ἔσται λόγος τοῖς φαινομ"
candidat_proche,concept_fate_principle_bobzien,"Principe du Destin (Fate Principle, Bobzien ","discusses Principe du Destin (Fate Principle, Bobzien ?",0.84,passage_alex_fat_35,Alexander of Aphrodisias,De Fato,De Fato 35,grc,"μηδὲ ἐκεῖνον δὲ παραλείπωμεν τὸν λόγον, ᾧ θαρροῦσιν ὡς δεικνύναι δυναμένου τῶν προκειμένων τι. λέγουσιν γὰρ οὐ γὰρ ἔστι μὲν τοιαύτη ἡ εἱμαρμένη, οὐκ ἔστι δὲ πεπρωμένη, * * * οὐκ ἔστι δὲ αἶσα, οὐδὲ ἔστι μὲν αἶσα, οὐκ ἔστι δὲ νέμεσις, οὐδὲ ἔσ"
candidat_proche,concept_fate_principle_bobzien,"Principe du Destin (Fate Principle, Bobzien ","discusses Principe du Destin (Fate Principle, Bobzien ?",0.84,passage_alex_fat_21,Alexander of Aphrodisias,De Fato,De Fato 21,grc,"μηδὲ ἐκεῖνο δὲ ἡμῖν ἀνεξέταστον παραλελείφθω, εἴ τις ὑποθοῖτο, μηδὲν μᾶλλον ἀληθῆ εἶναι τὸ εἶναί τι οὕτως ἐφ’ ἡμῖν, ὡς ἡμεῖς τε ἀξιοῦμεν καὶ ἡ τῶν πραγμάτων φύσις ἔχειν μαρτυρεῖ, τοῦ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην, ἀλλ’ εἶ"
candidat_proche,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.83,passage_arist_phys_8_5,Aristotle,Physica,8.5,grc,"Τοῦτο δὲ διχῶς· ἢ γὰρ οὐ δʼ αὐτὸ τὸ κινοῦν, ἀλλὰ διʼ                               ἕτερον ὃ κινεῖ τὸ κινοῦν, ἢ διʼ αὐτό, καὶ τοῦτο ἢ πρῶτον                             μετὰ τὸ ἔσχατον ἢ διὰ πλειόνων, οἶον ἡ βακτηρία κινεῖ τὸν λίθον καὶ     "
candidat_proche,concept_mr2_ability_responsibility,MR2: Ability-based Moral Responsibility,discusses MR2: Ability-based Moral Responsibility?,0.83,passage_alex_fat_18,Alexander of Aphrodisias,De Fato,De Fato 18,grc,"ἀλλ’ ὅτι μὲν τὸ δόγμα τοῦτο ἀνατροπῆς αἴτιον παντὸς τοῦ τῶν ἀνθρώπων βίου, παντί που μαθεῖν ῥᾴδιον, ὅτι δὲ καὶ ψεῦδος, ἱκανὸν μαρτύριον τὸ μηδ’ αὐτοὺς τοὺς προστάτας αὐτοῦ δύνασθαι πείθεσθαι τοῖς ὑφ’ αὐτῶν λεγομένοις. οὕτω γὰρ ἐν πᾶσι τοῖς "
candidat_proche,concept_synergism,Synergism (Synergy),discusses Synergism (Synergy)?,0.83,passage_alex_fat_31,Alexander of Aphrodisias,De Fato,De Fato 31,grc,"ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθαι λέγοντες αὐτήν, κ"
candidat_proche,concept_fate_principle_bobzien,"Principe du Destin (Fate Principle, Bobzien ","discusses Principe du Destin (Fate Principle, Bobzien ?",0.83,passage_alex_fat_31,Alexander of Aphrodisias,De Fato,De Fato 31,grc,"ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθαι λέγοντες αὐτήν, κ"
candidat_proche,concept_two_sidedness_eph_hemin,Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness),discusses Bilatéralité du τὸ ἐφ' ἡμῖν (two-sidedness)?,0.83,passage_alex_fat_39,Alexander of Aphrodisias,De Fato,De Fato 39,grc,"Ταῦτα ὑμῖν, ὦ θειότατοι αὐτοκράτορες. τῆς Ἀριστοτέλους δόξης περί τε εἱμαρμένης καὶ τοῦ ἐφ’ ἡμῖν κατ’ ἐμὴν δόξαν τὰ κεφάλαια, καθ’ ἣν δοξάζοντες εἴς τε θεοὺς εὐσεβήσομεν, τὰ μὲν εἰδότες αὐτοῖς χάριν ἀνθ’ ὧν φθάνομεν ὑπ’ αὐτῶν εὖ πεπονθότες,"
candidat_proche,concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.83,passage_alex_fat_15,Alexander of Aphrodisias,De Fato,De Fato 15,grc,"τὸ δ’ ἐποχουμένους τῷ εἰ δὴ τῶν αὐτῶν περιεστώτων ὁτὲ μὲν οὕτως ὁτὲ δὲ ἄλλως ἐνεργήσει τις, ἀναίτιον κίνησιν εἰσάγεσθαι’ διὰ τοῦτο λέγειν μὴ δύνασθαι οὗ πράξει τις πρᾶξαι τὸ ἀντικείμενον, μήποτε καὶ αὐτὸ τῶν ὁμοίως τοῖς προειρημένοις παρορω"
candidat_proche,concept_agent_causation_0l4g5h13,Agent Causation,discusses Agent Causation?,0.83,passage_alex_fat_15,Alexander of Aphrodisias,De Fato,De Fato 15,grc,"τὸ δ’ ἐποχουμένους τῷ εἰ δὴ τῶν αὐτῶν περιεστώτων ὁτὲ μὲν οὕτως ὁτὲ δὲ ἄλλως ἐνεργήσει τις, ἀναίτιον κίνησιν εἰσάγεσθαι’ διὰ τοῦτο λέγειν μὴ δύνασθαι οὗ πράξει τις πρᾶξαι τὸ ἀντικείμενον, μήποτε καὶ αὐτὸ τῶν ὁμοίως τοῖς προειρημένοις παρορω"
candidat_proche,concept_autokrateia_alex,Self-Governance / αὐτεξούσιον (Alexander),discusses Self-Governance / αὐτεξούσιον (Alexander)?,0.83,passage_alex_fat_15,Alexander of Aphrodisias,De Fato,De Fato 15,grc,"τὸ δ’ ἐποχουμένους τῷ εἰ δὴ τῶν αὐτῶν περιεστώτων ὁτὲ μὲν οὕτως ὁτὲ δὲ ἄλλως ἐνεργήσει τις, ἀναίτιον κίνησιν εἰσάγεσθαι’ διὰ τοῦτο λέγειν μὴ δύνασθαι οὗ πράξει τις πρᾶξαι τὸ ἀντικείμενον, μήποτε καὶ αὐτὸ τῶν ὁμοίως τοῖς προειρημένοις παρορω"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.83,passage_arist_mm_1_15_1,Aristotle,Magna Moralia,1.15.1,grc,"Τοῦ οὖν βιαίου οὗτος ἡμῖν ἔστω ὁ ὁρισμός, ὧν ἐκτός ἐστιν ἡ αἰτία, ὑφ' ἧς βιάζονται πράττειν [ ὧν δ' ἐντὸς καὶ ἐν αὐτοῖς ἡ αἰτία, οὐ βία] · πάλιν δ' ὑπὲρ ἀνάγκης καὶ τοῦ ἀναγκαίου λεκτέον. τὸ δὲ ἀναγκαῖον οὐ πάντως οὐδ' ἐν παντὶ λεκτέον ἐστί"
candidat_proche,concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.83,passage_arist_ne_5_7,Aristotle,Ἠθικὰ Νικομάχεια,5.7,grc,"τοῦ δὲ πολιτικοῦ δικαίου τὸ μὲν φυσικόν ἐστι τὸ δὲ νομικόν, φυσικὸν μὲν τὸ πανταχοῦ τὴν αὐτὴν ἔχον δύναμιν, καὶ οὐ τῷ δοκεῖν ἢ μή, νομικὸν δὲ ὃ ἐξ ἀρχῆς μὲν οὐδὲν διαφέρει οὕτως ἢ ἄλλως, ὅταν δὲ θῶνται, διαφέρει, οἷον τὸ μνᾶς λυτροῦσθαι, ἢ "
candidat_proche,concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.83,passage_alex_fat_27,Alexander of Aphrodisias,De Fato,De Fato 27,grc,"οἱ συγχωρήσαντες ἀναποβλήτους τὰς ἀρετάς τε καὶ τὰς κακίας εἶναι, ἴσως προχειρότερον λαμβανόμενον λέγοιμεν ἂν κατὰ τοῦτο τὰς ἕξεις ἐπὶ τοῖς ἔχουσιν εἶναι, καθόσον πρὸ τοῦ λαβεῖν αὐτὰς ἐπ’ αὐτοῖς ἦν καὶ μὴ λαβεῖν. οἵ τε γὰρ τὰς ἀρετὰς ἔχοντε"
candidat_proche,concept_incompatibilism_ancient_o5p6q7r8,Ancient Incompatibilism,discusses Ancient Incompatibilism?,0.83,passage_alex_fat_35,Alexander of Aphrodisias,De Fato,De Fato 35,grc,"μηδὲ ἐκεῖνον δὲ παραλείπωμεν τὸν λόγον, ᾧ θαρροῦσιν ὡς δεικνύναι δυναμένου τῶν προκειμένων τι. λέγουσιν γὰρ οὐ γὰρ ἔστι μὲν τοιαύτη ἡ εἱμαρμένη, οὐκ ἔστι δὲ πεπρωμένη, * * * οὐκ ἔστι δὲ αἶσα, οὐδὲ ἔστι μὲν αἶσα, οὐκ ἔστι δὲ νέμεσις, οὐδὲ ἔσ"
candidat_proche,concept_autexousion_alex,Autexousion (Self-Determination) in Alexande,discusses Autexousion (Self-Determination) in Alexande?,0.83,passage_alexander_de_fato_14,Alexander of Aphrodisias,De Fato,,grc,"ἔνεστι δ' ὁρᾶν, εἰ ταῦτα λέγοντες σώζουσιν τὰς κοινὰς περὶ τοῦ ἐφ' ἡμῖν πάντων ἀνθρώπων προλήψεις. οἱ γὰρ ἀπαιτοῦντες αὐτούς, πῶς οἷόν τε πάντων ὄντων καθ' εἱμαρμένην τὸ ἐφ' ἡμῖν σώζεσθαι, οὐκ ὄνομα μόνον τοῦ ἐφ' ἡμῖν τιθέντες τοῦτ' ἀπαιτοῦ"
candidat_proche,concept_theodicy_christian,Christian Theodicy,discusses Christian Theodicy?,0.82,passage_aug_civ_xii_iii,Augustine,De Civitate Dei,XII.III.1,lat,"Dicuntur autem in scripturis inimici Dei, qui non natura, sed uitiis aduersantur eius imperio, nihil ei ualentes nocere, sed sibi. Inimici enim sunt resistendi uoluntate, non potestate laedendi. Deus namque inmutabilis est et omni modo inco"
candidat_proche,concept_to_eph_hemin_nemesius,To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius,discusses To eph' hemin (τὸ ἐφ᾽ ἡμῖν) — Nemesius?,0.82,passage_alex_fat_33,Alexander of Aphrodisias,De Fato,De Fato 33,grc,"Τὸ δὲ λέγειν ἡγεῖσθαι τοὺς οὐχ ἡγουμένους ἐν τῷ σώζεσθαι τὴν καθ’ ὁρμὴν τῶν ζῴων ἐνέργειαν ἤδη σώζεσθαι καὶ τὸ ἐφ’ ἡμῖν τῷ πᾶν τὸ καθ’ ὁρμὴν γινόμενον ἐπὶ τοῖς ὁρμῶσιν εἶναι καὶ διὰ τοῦτο ἐρωτᾶν, εἰ μὴ ἐνέργημά τι τὸ ἐφ’ ἡμῖν ἐστι, καὶ λαβό"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.82,passage_arist_di_12_2,Aristotle,De interpretatione,12.2,grc,"Τούτων δὲ διωρισμένων σκεπτέον ὅπως ἔχουσιν αἱ ἀποφάσεις καὶ καταφάσεις πρὸς ἀλλήλας αἱ τοῦ δυνατὸν εἶναι καὶ μὴ δυνατὸν καὶ ἐνδεχόμενον καὶ μὴ ἐνδεχόμενον, καὶ περὶ τοῦ ἀδυνάτου τε καὶ ἀναγκαίου· ἔχει γὰρ ἀπορίας τινάς. Εἰ γὰρ τῶν συμπλεκο"
candidat_proche,concept_mr1_autonomy_responsibility,MR1: Autonomy-based Moral Responsibility,discusses MR1: Autonomy-based Moral Responsibility?,0.82,passage_aug_gla_1_1,Augustine,De Libero Arbitrio,Grat. 1.1,lat,"DE GRATIA ET LIBERO ARBITRIO LIBER UNUS AD VALENTINUM ET CUM ILLO MONACHOS De obscuritate quaestionis. 1. 1. Propter eos qui hominis liberum arbitrium sic praedicant et defendunt, ut Dei gratiam qua vocamur ad eum et a nostris malis meritis"
candidat_proche,concept_liberum_arbitrium_u3v4w5x6,Free Choice (Liberum Arbitrium),discusses Free Choice (Liberum Arbitrium)?,0.82,passage_aug_dla_3_19_54,Augustine,De libero arbitrio,3.19.54,lat,"Nam illud quod ignorans quisque non recte facit, et quod recte volens facere non potest, ideo dicuntur peccata, quia de peccato illo liberae voluntatis originem ducunt: illud enim praecedens meruit ista sequentia. Nam sicut linguam dicimus "
candidat_proche,concept_summum_bonum_boethius_k6l7m8n9,Summum Bonum (Supreme Good),discusses Summum Bonum (Supreme Good)?,0.82,passage_aug_civ_12_6,Augustine,De Civitate Dei,,lat,"Proinde causa beatitudinis angelorum bonorum ea uerissima   reperitur, quod ei adhaerent qui summe est. Cum uero causa   miseriae malorum angelorum quaeritur, ea merito occurrit,   quod ab illo, qui summe est, auersi ad se ipsos conuersi su"
candidat_proche,concept_ananke_necessity_democritus_h8i9j0k1,Ananke (Ἀνάγκη),discusses Ananke (Ἀνάγκη)?,0.82,passage_arist_da_2_10,Aristotle,De anima,2.10,grc,"Τὸ δὲ γευστόν ἐστιν ἁπτόν τι· καὶ τοῦτ’ αἴτιον τοῦ μὴ εἶναι αἰσθητὸν διὰ τοῦ μεταξὺ ἀλλοτρίου ὄντος σώματος· οὐδὲ γὰρ ἡ ἁφή. Καὶ τὸ σῶμα δὲ ἐν ᾧ ὁ χυμός, τὸ γευστόν, ἐν ὑγρῷ ὡς ὕλῃ· τοῦτο δ’ ἁπτόν τι. Διὸ κἂν εἰ ἐν ὕδατι εἶμεν, αἰσθανοίμεθ’"
