concept_id,concept_label,question,probability,passage_id,auteur,oeuvre,ref,langue,extrait
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.14,passage_alex_fat_36,Alexander of Aphrodisias,De Fato,De Fato 36,grc,"ἀλλὰ ταῦτά γε εἰ μὲν ὑπό τινων αἰτίων περιεστώτων αὐτοῖς οὕτως ἀναγκάζονται λέγειν, συγγινώσκειν αὐτοῖς ἄξιον, καὶ οὐδὲν δεῖ οὔθ’ ἡμᾶς περὶ τῶν ὑπ’ ἐκείνων κατ’ ἀνάγκην λεγομένων πολυπραγμονεῖν οὔτε ἐκείνους περὶ τῶν οὐχ ὁμοίως αὐτοῖς λεγόν"
concept_hypothetical_fate_middle_platonist,Hypothetical Fate (ex hypotheseos),discusses Hypothetical Fate (ex hypotheseos)?,0.14,passage_alex_fat_30,Alexander of Aphrodisias,De Fato,De Fato 30,grc,τὸ δὲ λέγειν εὔλογον εἶναι τοὺς θεοὺς τὰ ἐσό μενα προειδέναι (ἄτοπον γὰρ τὸ λέγειν ἐκείνους ἀγνοεῖν τι τῶν ἐσομένων) καὶ τοῦτο λαμβάνοντας κατασκευάζειν πειρᾶσθαι δι’ αὐτοῦ τὸ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην οὔτε ἀληθὲς οὔτ
concept_external_principle_action,External Principle of Rational Action (ἔξωθε,discusses External Principle of Rational Action (ἔξωθε?,0.15,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.15,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
concept_logos_krites_alex,Logos as Kritēs (Reason as Judge),discusses Logos as Kritēs (Reason as Judge)?,0.15,passage_alex_fat_33,Alexander of Aphrodisias,De Fato,De Fato 33,grc,"Τὸ δὲ λέγειν ἡγεῖσθαι τοὺς οὐχ ἡγουμένους ἐν τῷ σώζεσθαι τὴν καθ’ ὁρμὴν τῶν ζῴων ἐνέργειαν ἤδη σώζεσθαι καὶ τὸ ἐφ’ ἡμῖν τῷ πᾶν τὸ καθ’ ὁρμὴν γινόμενον ἐπὶ τοῖς ὁρμῶσιν εἶναι καὶ διὰ τοῦτο ἐρωτᾶν, εἰ μὴ ἐνέργημά τι τὸ ἐφ’ ἡμῖν ἐστι, καὶ λαβό"
concept_exousia_alex,Exousia (ἐξουσία),discusses Exousia (ἐξουσία)?,0.15,passage_alex_fat_14,Alexander of Aphrodisias,De Fato,De Fato 14,grc,"ἔνεστι δ’ ὁρᾶν, εἰ ταῦτα λέγοντες σώζουσιν τὰς κοινὰς περὶ τοῦ ἐφ’ ἡμῖν πάντων ἀνθρώπων προλήψεις. οἱ γὰρ ἀπαιτοῦντες αὐτούς, πῶς οἷόν τε πάντων ὄντων καθ’ εἱμαρμένην τὸ ἐφ’ ἡμῖν σώζεσθαι, οὐκ ὄνομα μόνον τοῦ ἐφ’ ἡμῖν τιθέντες τοῦτ’ ἀπαιτοῦ"
concept_heimarmene_fate_stoics_j0k1l2m3,Heimarmenê (Εἱμαρμένη),discusses Heimarmenê (Εἱμαρμένη)?,0.16,passage_alex_fat_29,Alexander of Aphrodisias,De Fato,De Fato 29,grc,"ἐδείξαμεν δὲ ὅτι οὕτως ἐπ’ αὐτῷ τῷ φρονίμῳ τὸ εἶναι τοιούτῳ, ὅτι τῆς τοιαύτης ἕξεως καὶ τῆς κτήσεως αὐτῆς αὐτὸς αἴτιος τῷ καὶ τοῦ μὴ γενέσθαι τοιοῦτος ἔχειν πρότερον τὴν ἐξουσίαν. τὴν μὲν οὖν ἕξιν μηκέτ’ ἔχει ὡς ἐπ’ αὐτῷ (ὥσπερ οὐδὲ τῷ αὐτὸ"
concept_cylinder_analogy_chrysippus_e5f6g7h8,Cylinder Analogy (Chrysippus),discusses Cylinder Analogy (Chrysippus)?,0.17,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.17,passage_alex_fat_18,Alexander of Aphrodisias,De Fato,De Fato 18,grc,"ἀλλ’ ὅτι μὲν τὸ δόγμα τοῦτο ἀνατροπῆς αἴτιον παντὸς τοῦ τῶν ἀνθρώπων βίου, παντί που μαθεῖν ῥᾴδιον, ὅτι δὲ καὶ ψεῦδος, ἱκανὸν μαρτύριον τὸ μηδ’ αὐτοὺς τοὺς προστάτας αὐτοῦ δύνασθαι πείθεσθαι τοῖς ὑφ’ αὐτῶν λεγομένοις. οὕτω γὰρ ἐν πᾶσι τοῖς "
concept_four_categories_alex,Four Categories of Sublunary Events (Alexand,discusses Four Categories of Sublunary Events (Alexand?,0.17,passage_alex_fat_12,Alexander of Aphrodisias,De Fato,De Fato 12,grc,"Ἀναιρουμένου δὲ ὡς ἐδείχθη τοῦ βουλεύσασθαι κατ’ αὐτοὺς ἀναιρεῖται καὶ τὸ ἐφ’ ἡμῖν προδήλως. τοῦτο γὰρ ἐφ’ ἡμῖν πάντες, ὅσοι μὴ θέσει τινὶ παρίστανται, παρειλήφασιν εἶναι, οὗ ἡμεῖς μὲν καὶ τοῦ πραχθῆναι καὶ τοῦ μὴ πραχθῆναι κύριοι, οὐχ ἑπόμ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.17,passage_alex_fat_19,Alexander of Aphrodisias,De Fato,De Fato 19,grc,Ἐπαύσαντο δ’ ἂν τῆς ἐν τοῖς λόγοις φιλοτιμίας καὶ συγχωρησάντων εἶναι τὸ ἐφ’ ἡμῖν ἐλεύθερόν τε καὶ αὐτεξούσιον καὶ κύριον τῆς τῶν ἀντικειμένων αἱρέσεώς τε καὶ πράξεως [...] ἐπὶ περιεστῶσιν ἀνθρώποις δίκαιος γίνεσθαι πεπιστευμένος ὁμοίως ἰδι
concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν),discusses To Eph' Hêmin (Τὸ ἐφ' ἡμῖν)?,0.17,passage_alex_fat_6,Alexander of Aphrodisias,De Fato,De Fato 6,grc,"τό τε γὰρ εἱμαρμένον κατὰ φύσιν καὶ τὸ κατὰ φύσιν εἱμαρμένον. οὐ γὰρ κατὰ φύσιν μέν ἐστιν ἄνθρωπον ἐξ ἀνθρώπου καὶ ἵππον ἐξ ἵππου γίνεσθαι, οὐ καθ’ εἱμαρμένην δέ, ἀλλὰ συνοδεύει τὰ αἴτια ταῦτα ἀλλήλοις ὡς ἂν ἔχοντα κατὰ τοὔνομα μόνον τὴν δι"
concept_synkatathesis_logike_alex,Logikē Synkatathesis (Rational Assent),discusses Logikē Synkatathesis (Rational Assent)?,0.18,passage_alex_fat_13,Alexander of Aphrodisias,De Fato,De Fato 13,grc,"τοιούτου δ’ ὄντος αὐτοῦ, τὸ μὲν δεικνύναι τοῦτο σωζόμενον κατὰ τοὺς πάντα λέγοντας γίνεσθαι καθ’ εἱμαρμένην οὐδὲ ἐπιχειροῦσιν τὴν ἀρχήν (ἴσασιν γὰρ ἐγχειρήσαντες ἀδυνάτοις), ὡς δὲ ἐπὶ τῆς τύχης ἄλλο τι σημαινόμενον ὑποθέντες τῷ τῆς τύχης ὀν"
concept_causal_asymmetry_alex,Causal Asymmetry (Backward Necessity/Forward,discusses Causal Asymmetry (Backward Necessity/Forward?,0.18,passage_alex_fat_25,Alexander of Aphrodisias,De Fato,De Fato 25,grc,πῶς γὰρ οὐ φανερῶς τὸ λέγειν ψεῦδος πᾶν τὸ ἑπόμενόν τινι ἐξ ἐκείνου τὴν αἰτίαν τοῦ εἶναι ἔχειν καὶ πᾶν τὸ προηγούμενόν τινος αἴτιον ὑπάρχειν ἐκείνῳ; ὁρῶμεν γὰρ ὅτι τὰ ἐφεξῆς ἀλλήλοις ὄντα τῷ χρόνῳ οὐ πάντα διὰ τὰ ἔμπροσθεν καὶ πρὸ αὐτῶν γεγ
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.18,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.18,passage_alex_fat_22,Alexander of Aphrodisias,De Fato,De Fato 22,grc,"Οὐ χεῖρον δέ, τούτων προτεθεωρημένων καὶ αὐτὰ τὰ περὶ τῆς εἱμαρμένης ὑπ’ αὐτῶν λεγόμενα παραθεμένους ἰδεῖν, εἴ τινα τοιαύτην ἔχει βίαν, ὡς εὔλογον εἶναι διὰ τὴν πρὸς τὸ ἀληθὲς οἰκειότητα καὶ τῶν ἐναργῶν οὕτως ὑπερορᾶν. ἔσται δὲ ἡμῖν καὶ ὁ π"
concept_synkatathesis_logike_alex,Logikē Synkatathesis (Rational Assent),discusses Logikē Synkatathesis (Rational Assent)?,0.19,passage_alex_fat_33,Alexander of Aphrodisias,De Fato,De Fato 33,grc,"Τὸ δὲ λέγειν ἡγεῖσθαι τοὺς οὐχ ἡγουμένους ἐν τῷ σώζεσθαι τὴν καθ’ ὁρμὴν τῶν ζῴων ἐνέργειαν ἤδη σώζεσθαι καὶ τὸ ἐφ’ ἡμῖν τῷ πᾶν τὸ καθ’ ὁρμὴν γινόμενον ἐπὶ τοῖς ὁρμῶσιν εἶναι καὶ διὰ τοῦτο ἐρωτᾶν, εἰ μὴ ἐνέργημά τι τὸ ἐφ’ ἡμῖν ἐστι, καὶ λαβό"
concept_voluntas_y7z8a9b0,Will (Voluntas),discusses Will (Voluntas)?,0.19,passage_aug_lib_arb_2_13_35,Augustine,De Libero Arbitrio,2.13.35,lat,"Promiseram autem, si meministi, me tibi demonstraturum esse aliquid quod sit mente nostra atque ratione sublimius. Ecce tibi est ipsa veritas: amplectere illam si potes, et fruere illa, et delectare in Domino, et dabit tibi petitiones cordi"
concept_four_categories_alex,Four Categories of Sublunary Events (Alexand,discusses Four Categories of Sublunary Events (Alexand?,0.19,passage_alex_fat_34,Alexander of Aphrodisias,De Fato,De Fato 34,grc,"πῶς δ’ οὐκ ἀγνοούντων τὰ ὑφ’ αὑτῶν γινόμενα τὸ τῇ ἀληθείᾳ τῶν γινομένων, ἣν ἀναιροῦσιν διὰ τοῦ δόγματος, αὐτῇ κεχρῆσθαι πρὸς κατασκευὴν τοῦ ἀναιροῦντος αὐτὴν δόγματος; λαβόντες γὰρ τὸ ἕκαστον τῶν συνεστώτων φύσει καθ’ εἱμαρμένην εἶναι τοιοῦ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.2,passage_alex_fat_26,Alexander of Aphrodisias,De Fato,De Fato 26,grc,"Ἃ δὲ ἀποροῦσιν πρὸς τὸ εἶναι τοιοῦτον τὸ ἐφ’ ἡμῖν, ὁποῖον ἡ κοινὴ πρόληψις τῶν ἀνθρώπων πεπίστευκεν, ἀπορεῖν μὲν οὐκ ἄλογον, τὸ δὲ τοῖς ἀπορουμένοις ἐποχουμένους ὡς ὁμολογουμένοις ἀναιρεῖν μέν, ἃ οὕτως ἐναργῆ, σκιαγραφίαν δέ τινα καὶ παιδιὰ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.2,passage_alex_fat_17,Alexander of Aphrodisias,De Fato,De Fato 17,grc,"πῶς δ’ ἂν σώζοιεν τοιαῦτα λέγοντες τὴν ὑπὸ τῶν θεῶν γινομένην τῶν θνητῶν πρόνοιαν; εἰ γὰρ αἴ τε τῶν θεῶν ἐπιφάνειαι, ἅς φασιν γίνεσθαί τισιν, κατά τινα γίνονται προκαταβεβλημένην αἰτίαν, ὡς πρὸ τοῦ γενέσθαι τινὰ αὐτῶν ἀληθὲς εἶναι τὸ τοῦδε "
concept_hegemonikon_stoic,Hegemonikon (ἡγεμονικόν),discusses Hegemonikon (ἡγεμονικόν)?,0.2,passage_alex_fat_33,Alexander of Aphrodisias,De Fato,De Fato 33,grc,"Τὸ δὲ λέγειν ἡγεῖσθαι τοὺς οὐχ ἡγουμένους ἐν τῷ σώζεσθαι τὴν καθ’ ὁρμὴν τῶν ζῴων ἐνέργειαν ἤδη σώζεσθαι καὶ τὸ ἐφ’ ἡμῖν τῷ πᾶν τὸ καθ’ ὁρμὴν γινόμενον ἐπὶ τοῖς ὁρμῶσιν εἶναι καὶ διὰ τοῦτο ἐρωτᾶν, εἰ μὴ ἐνέργημά τι τὸ ἐφ’ ἡμῖν ἐστι, καὶ λαβό"
concept_heimarmene_fate_stoics_j0k1l2m3,Heimarmenê (Εἱμαρμένη),discusses Heimarmenê (Εἱμαρμένη)?,0.2,passage_alex_fat_20,Alexander of Aphrodisias,De Fato,De Fato 20,grc,"ἀλλ’ ὅτι μὲν καὶ ἔστι τι ἐφ’ ἡμῖν ὀνομάσαι, καὶ οὐ διὰ τὴν ἐξουσίαν ταύτην ἀναιτίως τι γίνεται, τῷ τῶν οὕτως γινομένων αἴτιον τὸν ἄνθρωπον εἶναι, ἀρχὴν αὐτὸν ὄντα τῶν γινομένων ὑφ’ αὑτοῦ, ἱκανὰ μὲν δεῖξαι καὶ τὰ εἰρημένα, ἱκανῶς δ’ ἂν ἐπείσ"
concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν),discusses To Eph' Hêmin (Τὸ ἐφ' ἡμῖν)?,0.2,passage_alex_fat_30,Alexander of Aphrodisias,De Fato,De Fato 30,grc,τὸ δὲ λέγειν εὔλογον εἶναι τοὺς θεοὺς τὰ ἐσό μενα προειδέναι (ἄτοπον γὰρ τὸ λέγειν ἐκείνους ἀγνοεῖν τι τῶν ἐσομένων) καὶ τοῦτο λαμβάνοντας κατασκευάζειν πειρᾶσθαι δι’ αὐτοῦ τὸ πάντα ἐξ ἀνάγκης τε γίνεσθαι καὶ καθ’ εἱμαρμένην οὔτε ἀληθὲς οὔτ
concept_inner_freedom_alex,Inner Freedom (Inviolability of Choice),discusses Inner Freedom (Inviolability of Choice)?,0.21,passage_alex_fat_20,Alexander of Aphrodisias,De Fato,De Fato 20,grc,"ἀλλ’ ὅτι μὲν καὶ ἔστι τι ἐφ’ ἡμῖν ὀνομάσαι, καὶ οὐ διὰ τὴν ἐξουσίαν ταύτην ἀναιτίως τι γίνεται, τῷ τῶν οὕτως γινομένων αἴτιον τὸν ἄνθρωπον εἶναι, ἀρχὴν αὐτὸν ὄντα τῶν γινομένων ὑφ’ αὑτοῦ, ἱκανὰ μὲν δεῖξαι καὶ τὰ εἰρημένα, ἱκανῶς δ’ ἂν ἐπείσ"
concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν),discusses To Eph' Hêmin (Τὸ ἐφ' ἡμῖν)?,0.21,passage_alex_fat_35,Alexander of Aphrodisias,De Fato,De Fato 35,grc,"μηδὲ ἐκεῖνον δὲ παραλείπωμεν τὸν λόγον, ᾧ θαρροῦσιν ὡς δεικνύναι δυναμένου τῶν προκειμένων τι. λέγουσιν γὰρ οὐ γὰρ ἔστι μὲν τοιαύτη ἡ εἱμαρμένη, οὐκ ἔστι δὲ πεπρωμένη, * * * οὐκ ἔστι δὲ αἶσα, οὐδὲ ἔστι μὲν αἶσα, οὐκ ἔστι δὲ νέμεσις, οὐδὲ ἔσ"
concept_four_categories_alex,Four Categories of Sublunary Events (Alexand,discusses Four Categories of Sublunary Events (Alexand?,0.22,passage_alex_fat_8,Alexander of Aphrodisias,De Fato,De Fato 8,grc,"Λέγεται δὴ πρὸς ἁπάντων ἀνθρώπων κοιναῖς τε καὶ φυσικαῖς ἐννοίαις ἐμμενόντων ταῦτα ἀπὸ τύχης τε καὶ τοῦ αὐτομάτου γίνεσθαι, ἃ αἰτίαις ἄλλων τινῶν ποιητικαῖς προηγουμέναις ἐπιγίνεται. ὅταν γὰρ ἄλλου τινὸς χάριν γινομένῳ τινὶ μὴ τοῦτο ἀπαντήσ"
concept_tuche_chance_alex,Alexandrian Definition of Chance (τύχη),discusses Alexandrian Definition of Chance (τύχη)?,0.22,passage_alex_fat_2,Alexander of Aphrodisias,De Fato,De Fato 2,grc,"Τὸ μὲν οὖν εἶναί τι τὴν εἱμαρμένην καὶ αἰτίαν εἶναι τοῦ γίνεσθαί τινα κατ’ αὐτὴν ἱκανῶς ἡ τῶν ἀνθρώπων συνίστησιν πρόληψις (οὐ γὰρ κενὸν οὐδ’ ἄστοχον τἀληθοῦς ἡ κοινὴ τῶν ἀνθρώπων φύσις, καθ’ ἣν περί τινων ὁμοδοξοῦσιν ἀλλήλοις, ὅσοι γε αὐτῶ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.22,passage_alex_fat_20,Alexander of Aphrodisias,De Fato,De Fato 20,grc,"ἀλλ’ ὅτι μὲν καὶ ἔστι τι ἐφ’ ἡμῖν ὀνομάσαι, καὶ οὐ διὰ τὴν ἐξουσίαν ταύτην ἀναιτίως τι γίνεται, τῷ τῶν οὕτως γινομένων αἴτιον τὸν ἄνθρωπον εἶναι, ἀρχὴν αὐτὸν ὄντα τῶν γινομένων ὑφ’ αὑτοῦ, ἱκανὰ μὲν δεῖξαι καὶ τὰ εἰρημένα, ἱκανῶς δ’ ἂν ἐπείσ"
concept_eph_hemin_in_our_power_aristotle_d4e5f6g7,To Eph' Hêmin (Τὸ ἐφ' ἡμῖν),discusses To Eph' Hêmin (Τὸ ἐφ' ἡμῖν)?,0.22,passage_alex_fat_10,Alexander of Aphrodisias,De Fato,De Fato 10,grc,"Τὰ δὲ λέγειν μὴ ἀναιρεῖσθαι πάντων γινομένων καθ’ εἱμαρμένην τὸ δυνατόν τε καὶ ἐνδεχόμενον τῷ δυνατὸν μὲν εἶναι γενέσθαι τοῦτο ὃ ὑπ’ οὐδενὸς κωλύεται γενέσθαι, κἂν μὴ γένηται (τῶν δὲ καθ’ εἱμαρμένην γινομένων οὐ κεκωλῦσθαι τὰ ἀντικείμενα γε"
concept_plurality_goods_alex,"Plurality of Goods (Noble, Pleasant, Advanta","discusses Plurality of Goods (Noble, Pleasant, Advanta?",0.23,passage_alex_fat_19,Alexander of Aphrodisias,De Fato,De Fato 19,grc,Ἐπαύσαντο δ’ ἂν τῆς ἐν τοῖς λόγοις φιλοτιμίας καὶ συγχωρησάντων εἶναι τὸ ἐφ’ ἡμῖν ἐλεύθερόν τε καὶ αὐτεξούσιον καὶ κύριον τῆς τῶν ἀντικειμένων αἱρέσεώς τε καὶ πράξεως [...] ἐπὶ περιεστῶσιν ἀνθρώποις δίκαιος γίνεσθαι πεπιστευμένος ὁμοίως ἰδι
concept_tuche_chance_alex,Alexandrian Definition of Chance (τύχη),discusses Alexandrian Definition of Chance (τύχη)?,0.24,passage_alex_fat_37,Alexander of Aphrodisias,De Fato,De Fato 37,grc,"ἴδωμεν δὲ καὶ τὸν ἐπὶ τούτῳ λόγον ἠρωτημένον, εἰ μὴ τὰς ὁμοίας ἀνάγκας ἔχει. λέγει δὲ οὕτως· οὐ πάντα μὲν ἔστι καθ’ εἱμαρμένην, οὐκ ἔστι δὲ ἀκώλυτος καὶ ἀπαρεμπόδιστος ἡ τοῦ κόσμου διοίκησις. οὐδὲ ἔστι μὲν τοῦτο, οὐκ ἔστι δὲ κόσμος, οὐδὲ ἔσ"
concept_eph_hemin_two_sided_potestative,Two-sided Potestative ἐφ' ἡμῖν,discusses Two-sided Potestative ἐφ' ἡμῖν?,0.24,passage_alex_fat_37,Alexander of Aphrodisias,De Fato,De Fato 37,grc,"ἴδωμεν δὲ καὶ τὸν ἐπὶ τούτῳ λόγον ἠρωτημένον, εἰ μὴ τὰς ὁμοίας ἀνάγκας ἔχει. λέγει δὲ οὕτως· οὐ πάντα μὲν ἔστι καθ’ εἱμαρμένην, οὐκ ἔστι δὲ ἀκώλυτος καὶ ἀπαρεμπόδιστος ἡ τοῦ κόσμου διοίκησις. οὐδὲ ἔστι μὲν τοῦτο, οὐκ ἔστι δὲ κόσμος, οὐδὲ ἔσ"
concept_inner_freedom_alex,Inner Freedom (Inviolability of Choice),discusses Inner Freedom (Inviolability of Choice)?,0.24,passage_alex_fat_12,Alexander of Aphrodisias,De Fato,De Fato 12,grc,"Ἀναιρουμένου δὲ ὡς ἐδείχθη τοῦ βουλεύσασθαι κατ’ αὐτοὺς ἀναιρεῖται καὶ τὸ ἐφ’ ἡμῖν προδήλως. τοῦτο γὰρ ἐφ’ ἡμῖν πάντες, ὅσοι μὴ θέσει τινὶ παρίστανται, παρειλήφασιν εἶναι, οὗ ἡμεῖς μὲν καὶ τοῦ πραχθῆναι καὶ τοῦ μὴ πραχθῆναι κύριοι, οὐχ ἑπόμ"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.24,passage_alex_fat_38,Alexander of Aphrodisias,De Fato,De Fato 38,grc,"ὅτι δὲ μηδὲ ἐκ τοῦ δεικνύναι τὴν καθ’ ὁρμὴν κίνησιν τοῖς ζῴοις μένουσαν πάντων γινομένων καθ’ εἱμαρμένην σώζουσιν τὸ ἐφ’ ἡμῖν, εἰ μὴ βούλοιτό τις ἀπλῶς τὸ ὑπό τινος κατὰ τὴν οἰκείαν γινόμενον φύσιν ἐπ’ ἐκείνῳ λέγειν ἄλλο τι σημαινόμενον τοῦ"
concept_kyrios_alex,Kyrios (κύριος),discusses Kyrios (κύριος)?,0.24,passage_alex_fat_24,Alexander of Aphrodisias,De Fato,De Fato 24,grc,ἆρ’ οὖν τούτων οὕτως ἐχόντων ἀναιτίως τι γενήσεται καἴ τοῦθ’ ἡμῶν ὁ λόγος προξενεῖ; ἢ δύναται | σώζεσθαι τὸ μηδὲν ἀναιτίως τῶν γινομένων γίνεσθαι καὶ τοῦτον τὸν τρόπον ἐχόντων ὡς ἡμεῖς λέγομεν τῶν πραγμάτων. ἂν γὰρ παυσάμενοι τῆς ἀλύσεως τῶ
concept_heimarmene_fate_stoics_j0k1l2m3,Heimarmenê (Εἱμαρμένη),discusses Heimarmenê (Εἱμαρμένη)?,0.24,passage_alex_fat_28,Alexander of Aphrodisias,De Fato,De Fato 28,grc,"οἱ δὲ φάσκοντες ἐξ ἀνάγκης ἡμᾶς εἶναί τε καὶ γίνεσθαι τοιούτους, καὶ μὴ καταλιπόντες ἡμῖν τὴν ἐξουσίαν τοῦ ταῦτα πράττειν τε καὶ μή, δι’ ὧν ἂν τοιοῦτοι γενοίμεθα, καὶ διὰ τοῦτο μήτε τοῖς κακοῖς γινομένοις ἐξεῖναι μὴ ταῦτα πράττειν, ἃ πράττο"
concept_tuche_chance_alex,Alexandrian Definition of Chance (τύχη),discusses Alexandrian Definition of Chance (τύχη)?,0.25,passage_alex_fat_24,Alexander of Aphrodisias,De Fato,De Fato 24,grc,ἆρ’ οὖν τούτων οὕτως ἐχόντων ἀναιτίως τι γενήσεται καἴ τοῦθ’ ἡμῶν ὁ λόγος προξενεῖ; ἢ δύναται | σώζεσθαι τὸ μηδὲν ἀναιτίως τῶν γινομένων γίνεσθαι καὶ τοῦτον τὸν τρόπον ἐχόντων ὡς ἡμεῖς λέγομεν τῶν πραγμάτων. ἂν γὰρ παυσάμενοι τῆς ἀλύσεως τῶ
concept_heimarmene_fate_stoics_j0k1l2m3,Heimarmenê (Εἱμαρμένη),discusses Heimarmenê (Εἱμαρμένη)?,0.25,passage_alex_fat_11,Alexander of Aphrodisias,De Fato,De Fato 11,grc,"Ἀκολουθεῖ δὲ τῷ πάντα τὰ γινόμενα προκαταβεβλημέναις καὶ ὡρισμέναις καὶ προυπαρχούσαις τισὶν αἰτίαις ἔσεσθαι τὸ καὶ βουλεύεσθαι τοὺς ἀνθρώπους μάτην περὶ τῶν πρακτέων αὐτοῖς. εἰ δὲ τὸ βουλεύεσθαι μάτην, μάτην ἂν ἄνθρωπος εἴη βουλευτικός. κα"
concept_endechomenon_contingent_aristotle_e5f6g7h8,To Endechomenon (Τὸ ἐνδεχόμενον),discusses To Endechomenon (Τὸ ἐνδεχόμενον)?,0.26,passage_alex_fat_39,Alexander of Aphrodisias,De Fato,De Fato 39,grc,"Ταῦτα ὑμῖν, ὦ θειότατοι αὐτοκράτορες. τῆς Ἀριστοτέλους δόξης περί τε εἱμαρμένης καὶ τοῦ ἐφ’ ἡμῖν κατ’ ἐμὴν δόξαν τὰ κεφάλαια, καθ’ ἣν δοξάζοντες εἴς τε θεοὺς εὐσεβήσομεν, τὰ μὲν εἰδότες αὐτοῖς χάριν ἀνθ’ ὧν φθάνομεν ὑπ’ αὐτῶν εὖ πεπονθότες,"
